clustering_ids,market_ids,car_ids,firm_ids,make,model,shares,quantity,trend,prices,mpg,hp,wt,len,wid,ht,wb,Doors,Seats,hpwt,space,ULSP,ULSD,CPI,mpd,region,Segment,Segment_Desc,low_share,Viz1,Viz2,Viz3,Viz4,Viz5,count,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9
14_3,2010,14_3_2010,AggFirm,Cadillac,Escalade,4.91738788355625e-07,4,2,63.1208053691275,1.7,403.0,575.185358,5151.0,2008.0,1887.0,2946.0,5.0,7.0,0.7006437044943,1.60320217785784,1.30764713474445,1.3337183789365,0.894,0.283152879408816,United States,7,J-segment (SUV),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,28.0,12.455350118152104,17.958324242026773,33.15378920902469,214.0,94.37263725704238,160.6099987299619,277.42249362605753,28.0,-25.05917538324677,36.95165900348868,3.8840517632520135,214.0,-183.05756953806642,317.1537321431801,52.59239746108761,56.0,0.283152879408816
14_5,2008,14_5_2008,AggFirm,Cadillac,STS,9.97350786972105e-07,8,0,46.2957497048406,2.3,313.0,401.902226,4985.0,1843.0,1464.0,2957.0,4.0,5.0,0.778796383178032,1.42404441105246,1.26329579511398,1.38792344019617,0.847,0.381665371574856,United States,5,E-segment (mid-size luxury sedan),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,32.0,13.760381973538317,19.58401418925282,38.70991926294255,200.0,89.56335427014983,134.0917355742091,258.9670117390576,32.0,-29.120299595155252,40.40786197932114,5.1377935577121105,200.0,-169.22315391273295,273.8582626284761,48.91356849424755,0.0,0.381665371574856
14_5,2010,14_5_2010,AggFirm,Cadillac,STS,2.45869394177813e-07,2,2,43.8618568232662,2.3,313.0,401.902226,4985.0,1843.0,1464.0,2957.0,4.0,5.0,0.778796383178032,1.42404441105246,1.30764713474445,1.3337183789365,0.894,0.383089189788398,United States,5,E-segment (mid-size luxury sedan),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,28.0,12.377197439468373,17.858387931647194,33.33294697583007,214.0,94.37263725704237,160.6099987299619,277.42249362605753,28.0,-25.164925522298308,36.64937813161574,4.0025537535634585,214.0,-183.05756953806642,317.1537321431801,52.5923974610876,56.0,0.383089189788398
14_5,2009,14_5_2009,AggFirm,Cadillac,STS,9.90955057710745e-07,8,1,45.2800230946882,2.3,313.0,401.902226,4985.0,1843.0,1464.0,2957.0,4.0,5.0,0.778796383178032,1.42404441105246,1.15004441286196,1.20266033043169,0.866,0.430091611561286,United States,5,E-segment (mid-size luxury sedan),1,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,33.0,14.113237993478197,23.293871428479278,39.631880561500765,213.0,93.4177800649384,169.05648406240243,275.2555527257588,33.0,-30.13686491356443,42.460383982322384,5.055689096769306,213.0,-183.80587786589376,302.4698451877241,51.582099031021045,33.0,0.430091611561286
16_11,2010,16_11_2010,GM,Chevrolet,Lacetti,4.29042092840283e-05,349,2,14.2505592841163,3.65,105.166666666667,266.575301666667,4390.0,1768.33333333333,1448.33333333333,2600.0,5.0,5.0,0.394510166580136,1.20326612272267,1.30764713474445,1.3337183789365,0.894,0.607945888142458,United States,3,C-segment (compact),0,-1.4954921,-1.8724626,-0.12352608,1.4761322,-1.3419205,4,15.0,5.828948905324903,11.248992009016588,19.123335123380226,227.0,101.30517200778374,166.99453795423844,291.8528837668372,15.0,-14.322106874766893,22.402762358445973,3.381878868605744,227.0,-193.2202834669593,330.9385298716906,53.38153371766189,30.0,0.607945888142458
16_11,2011,16_11_2011,GM,Chevrolet,Lacetti,1.6978571576894e-05,139,3,13.6402569593148,3.65,105.166666666667,266.575301666667,4390.0,1768.33333333333,1448.33333333333,2600.0,5.0,5.0,0.394510166580136,1.20326612272267,1.42840759347719,1.48613902157799,0.934,0.550962985058732,United States,3,C-segment (compact),0,-1.4954921,-1.8724626,-0.12352608,1.4761322,-1.3419205,4,15.0,5.96062410381586,10.464768207859843,20.095880629374506,215.0,96.11306900866741,150.73708702646294,278.52541703304144,15.0,-14.012492957787368,22.563731576100807,4.19853427751505,215.0,-181.57264614155554,324.9708362522106,52.44648287055635,45.0,0.550962985058732
16_11,2009,16_11_2009,GM,Chevrolet,Lacetti,0.0001278332024446,1032,1,14.6890465193006,3.67142857142857,107.142857142857,266.444074285714,4379.28571428571,1799.28571428571,1447.85714285714,2600.0,5.0,5.0,0.402121373613156,1.22133962651826,1.15004441286196,1.20266033043169,0.866,0.686543752616463,United States,3,C-segment (compact),0,-1.4954921,-1.8724626,-0.12352608,1.4761322,-1.3419205,4,17.0,6.741789229347043,13.594894105108144,22.098679910712107,229.0,101.16590383863442,178.49900924471837,292.99145816108165,17.0,-15.926048405534628,24.548462230680727,4.246725160420744,229.0,-197.35569871199218,319.914095219455,52.54461565656249,17.0,0.686543752616463
16_11,2008,16_11_2008,GM,Chevrolet,Lacetti,0.0001408757986598,1130,0,15.0185528756957,3.67142857142857,107.142857142857,266.444074285714,4379.28571428571,1799.28571428571,1447.85714285714,2600.0,5.0,5.0,0.402121373613156,1.22133962651826,1.26329579511398,1.38792344019617,0.847,0.609242239097751,United States,3,C-segment (compact),0,-1.4954921,-1.8724626,-0.12352608,1.4761322,-1.3419205,4,16.0,6.317651530915709,11.276199993227797,20.82674931281796,216.0,97.38275972233731,142.17197290271125,277.0528864737164,16.0,-15.072852277347241,22.965444165963966,4.006093858662839,216.0,-182.60960556860957,290.8330087219225,50.198820882489706,0.0,0.609242239097751
16_12,2010,16_12_2010,GM,Chevrolet,Matiz,0.0001445712037765,1176,2,6.93885160328113,4.2,62.0,175.487752,3495.0,1495.0,1485.0,2340.0,5.0,5.0,0.35330100986193,0.80988136943216,1.30764713474445,1.3337183789365,0.894,0.699554172657075,United States,1,A-Segment (Minicars),0,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,15.0,5.870158062043108,11.15738372450197,19.516719876670738,227.0,101.30517200778375,166.9945379542384,291.8528837668372,15.0,-14.211782376744676,22.26240500075105,3.777785996562235,227.0,-193.22028346695927,330.93852987169055,53.38153371766189,30.0,0.699554172657075
16_12,2008,16_12_2008,GM,Chevrolet,Matiz,0.0004525479195885,3630,0,7.32388823297914,4.2,62.0,175.487752,3495.0,1495.0,1485.0,2340.0,5.0,5.0,0.35330100986193,0.80988136943216,1.26329579511398,1.38792344019617,0.847,0.696954156788867,United States,1,A-Segment (Minicars),0,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,16.0,6.366471894666935,11.188488075536682,21.23820756990406,216.0,97.38275972233733,142.17197290271122,277.05288647371646,16.0,-14.94341872261786,22.830940483520504,4.4169096690430125,216.0,-182.60960556860957,290.8330087219225,50.198820882489706,0.0,0.696954156788867
16_12,2009,16_12_2009,GM,Chevrolet,Matiz,0.0006228152537712,5028,1,7.16320246343341,4.2,62.0,175.487752,3495.0,1495.0,1485.0,2340.0,5.0,5.0,0.35330100986193,0.80988136943216,1.15004441286196,1.20266033043169,0.866,0.785384681981479,United States,1,A-Segment (Minicars),0,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,17.0,6.790609593098269,13.496053175743128,22.51013816779821,229.0,101.16590383863443,178.4990092447184,292.99145816108165,17.0,-15.796614850805247,24.413958548237265,4.657540970800917,229.0,-197.35569871199218,319.9140952194551,52.5446156565625,17.0,0.785384681981479
16_13,2011,16_13_2011,GM,Chevrolet,Orlando,0.0001912837632332,1566,3,22.0031146583609,4.3,146.545454545455,355.14424,4652.0,1836.0,1633.0,2760.0,5.0,7.0,0.412636439057704,1.32387023751631,1.42840759347719,1.48613902157799,0.934,0.649079681028095,United States,8,M-segment (MPV),0,-1.3015977,-0.895815,-1.4572104,-0.073025964,0.16394787,4,15.0,5.942497831338292,10.36665151189048,19.975276514580866,215.0,96.11306900866741,150.73708702646294,278.52541703304144,15.0,-14.057414959471945,22.39984372099569,4.10301446114525,215.0,-181.57264614155554,324.9708362522105,52.44648287055635,45.0,0.649079681028095
16_13,2013,16_13_2013,GM,Chevrolet,Orlando,0.0001116685802362,923,5,21.6133671742809,4.45,146.583333333333,352.096185833333,4652.0,1836.0,1633.0,2760.0,5.0,7.0,0.416316163682385,1.32387023751631,1.36365482233503,1.42727645450996,0.985,0.701473764128287,United States,8,M-segment (MPV),0,-1.3015977,-0.895815,-1.4572104,-0.073025964,0.16394787,4,14.0,5.420132271768084,11.404011878753101,18.164440461302483,226.0,105.32189388929704,177.80352539127838,296.32879395336465,14.0,-13.349704993151029,22.886263845687985,3.4702803086069016,226.0,-184.28662096131714,357.2333015286305,57.84874702584238,70.0,0.701473764128287
16_13,2014,16_13_2014,GM,Chevrolet,Orlando,2.53392442148092e-05,210,6,21.2891666666667,4.45,146.583333333333,352.096185833333,4652.0,1836.0,1633.0,2760.0,5.0,7.0,0.416316163682385,1.32387023751631,1.27417884615385,1.33474230769231,1.0,0.750411742150819,United States,8,M-segment (MPV),0,-1.3015977,-0.895815,-1.4572104,-0.073025964,0.16394787,4,14.0,5.425136664782198,12.357981088524975,18.17688111660691,236.0,114.7832152478032,201.1787601766983,312.92418144493774,14.0,-13.335906372084452,23.06328937211002,3.4794481019047288,236.0,-185.06376132708067,375.7416296882409,63.19320890621052,84.0,0.750411742150819
16_13,2012,16_13_2012,GM,Chevrolet,Orlando,0.0002687768110322,2218,4,21.8388583320945,4.51428571428571,147.142857142857,357.227176428571,4652.0,1836.0,1633.0,2760.0,5.0,7.0,0.411902752231615,1.32387023751631,1.41259105098855,1.47933363438242,0.961,0.686756262583758,United States,8,M-segment (MPV),0,-1.3015977,-0.895815,-1.4572104,-0.073025964,0.16394787,4,15.0,5.785031490392949,11.471715179646681,19.729313118731827,228.0,103.20571996910348,167.68265525926134,295.66270536625433,15.0,-14.42906390425585,24.11017984549562,3.934584451693313,228.0,-191.01013840848253,353.3013858028795,55.833175997283156,60.0,0.686756262583758
16_14,2014,16_14_2014,GM,Chevrolet,Spark,0.0001061834995668,880,6,9.835,5.6,73.0,190.479168,3595.0,1597.0,1529.25,2375.0,5.0,5.0,0.383244009129649,0.889891065861782,1.27417884615385,1.33474230769231,1.0,0.944338372144851,United States,1,A-Segment (Minicars),0,-1.373362,0.86086315,-0.31344724,0.36053506,0.72206765,6,14.0,5.458208819334934,12.164054458530943,18.61086028826144,236.0,114.7832152478032,201.1787601766983,312.92418144493774,14.0,-13.253133277505883,22.833426870547065,3.876663768353557,236.0,-185.06376132708064,375.74162968824095,63.19320890621051,84.0,0.944338372144851
16_14,2013,16_14_2013,GM,Chevrolet,Spark,0.0005091022596252,4208,5,9.98477157360406,5.6,73.0,190.479168,3595.0,1597.0,1529.25,2375.0,5.0,5.0,0.383244009129649,0.889891065861782,1.36365482233503,1.42727645450996,0.985,0.882753500925485,United States,1,A-Segment (Minicars),0,-1.373362,0.86086315,-0.31344724,0.36053506,0.72206765,6,14.0,5.45320442632082,11.222732141955904,18.59841963295701,226.0,105.32189388929703,177.80352539127838,296.32879395336465,14.0,-13.26693189857246,22.65640134412503,3.8674959750557303,226.0,-184.2866209613171,357.23330152863053,57.84874702584238,70.0,0.882753500925485
16_14,2012,16_14_2012,GM,Chevrolet,Spark,0.0005091975473207,4202,4,9.76795005202914,5.54,74.2,190.479168,3622.0,1597.0,1522.0,2375.0,5.0,5.0,0.389543910649589,0.896574531446836,1.41259105098855,1.47933363438242,0.961,0.842797717183485,United States,1,A-Segment (Minicars),0,-1.373362,0.86086315,-0.31344724,0.36053506,0.72206765,6,15.0,5.807390331974975,11.315673725046954,20.156608824801303,228.0,103.20571996910348,167.68265525926134,295.66270536625433,15.0,-14.373253215939567,23.905432316273977,4.32431774985393,228.0,-191.01013840848253,353.3013858028795,55.83317599728315,60.0,0.842797717183485
16_14,2010,16_14_2010,GM,Chevrolet,Spark,0.0004758802124311,3871,2,9.91983594332588,5.53333333333333,73.0,190.479168,3625.0,1597.0,1522.0,2375.0,5.0,5.0,0.383244009129649,0.897317138734064,1.30764713474445,1.3337183789365,0.894,0.92163486238948,United States,1,A-Segment (Minicars),0,-1.373362,0.86086315,-0.31344724,0.36053506,0.72206765,6,15.0,5.840215062775389,10.935303034769566,19.429284107368833,227.0,101.30517200778374,166.99453795423844,291.8528837668371,15.0,-14.293133849888303,21.986699119345985,3.675264421551145,227.0,-193.22028346695927,330.93852987169055,53.38153371766189,30.0,0.92163486238948
16_14,2015,16_14_2015,GM,Chevrolet,Spark,9.54168883121468e-07,8,7,9.835,5.6,73.0,190.479168,3595.0,1597.0,1529.25,2375.0,5.0,5.0,0.383244009129649,0.889891065861782,1.11033846153846,1.14996923076923,1.0,1.08998627216191,United States,1,A-Segment (Minicars),0,-1.373362,0.86086315,-0.31344724,0.36053506,0.72206765,6,12.0,4.696770880393113,12.51379070857802,15.635815782416369,238.0,117.76003144735763,237.71777294064066,319.7029660033693,12.0,-11.296791832570646,20.065044906179747,3.0845093615685077,238.0,-182.22048992348414,382.5842977380046,66.98243514475783,84.0,1.08998627216191
16_14,2011,16_14_2011,GM,Chevrolet,Spark,0.0005252363869111,4300,3,9.43484245946773,5.52857142857143,72.1428571428571,190.479168,3627.14285714286,1597.0,1522.0,2375.0,5.0,5.0,0.37874407947255,0.897847572510656,1.42840759347719,1.48613902157799,0.934,0.834531018464694,United States,1,A-Segment (Minicars),0,-1.373362,0.86086315,-0.31344724,0.36053506,0.72206765,6,15.0,5.976390190923446,10.18120017445388,20.40129917958652,215.0,96.1130690086674,150.73708702646292,278.5254170330414,15.0,-13.971708771980435,22.148529292714784,4.491328872105814,215.0,-181.5726461415555,324.9708362522105,52.44648287055635,45.0,0.834531018464694
16_18,2013,16_18_2013,GM,Chevrolet,Trax,0.0001293322993201,1069,5,18.8100072516316,4.98571428571429,126.571428571429,298.72601,4248.0,1776.0,1674.0,2555.0,5.0,5.0,0.423704077764867,1.16939304172702,1.36365482233503,1.42727645450996,0.985,0.78592084648723,United States,7,J-segment (SUV),0,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,14.0,5.412744357685602,11.31956479639416,18.318917657091774,226.0,105.32189388929704,177.80352539127836,296.32879395336465,14.0,-13.367295294464093,22.772591261713064,3.5943549069519993,226.0,-184.2866209613171,357.23330152863053,57.84874702584238,70.0,0.78592084648723
16_18,2014,16_18_2014,GM,Chevrolet,Trax,6.62440241615727e-05,549,6,18.5278571428571,4.98571428571429,126.571428571429,298.72601,4248.0,1776.0,1674.0,2555.0,5.0,5.0,0.423704077764867,1.16939304172702,1.27417884615385,1.33474230769231,1.0,0.840750234384063,United States,7,J-segment (SUV),0,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,14.0,5.417748750699716,12.267642596291731,18.3313583123962,236.0,114.7832152478032,201.1787601766983,312.92418144493774,14.0,-13.353496673397515,22.9496167881351,3.603522700249826,236.0,-185.06376132708067,375.74162968824095,63.193208906210515,84.0,0.840750234384063
16_18,2015,16_18_2015,GM,Chevrolet,Trax,1.19271110390184e-07,1,7,18.5278571428571,4.98571428571429,126.571428571429,298.72601,4248.0,1776.0,1674.0,2555.0,5.0,5.0,0.423704077764867,1.16939304172702,1.11033846153846,1.14996923076923,1.0,0.970421451491085,United States,7,J-segment (SUV),0,-0.43686143,-0.06348228,0.055425785,0.0970169,0.06968617,3,12.0,4.656310811757895,12.633355529248846,15.356313806551132,238.0,117.76003144735765,237.71777294064066,319.7029660033693,12.0,-11.397155228462278,20.18123482376778,2.811368293464777,238.0,-182.22048992348414,382.5842977380046,66.98243514475783,84.0,0.970421451491085
16_2,2010,16_2_2010,GM,Chevrolet,Aveo,0.0002398455940204,1951,2,11.651326302333,4.9,86.7142857142857,229.752898571429,3920.0,1680.0,1505.0,2480.0,4.14285714285714,5.0,0.377424120668175,1.02077114397203,1.30764713474445,1.3337183789365,0.894,0.816146534766588,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,15.0,5.846034951236863,11.040791362392458,19.305830102130866,227.0,101.30517200778374,166.99453795423844,291.8528837668372,15.0,-14.277831507646582,22.10825432092379,3.5463601318731155,227.0,-193.2202834669593,330.93852987169055,53.38153371766189,30.0,0.816146534766588
16_2,2011,16_2_2011,GM,Chevrolet,Aveo,0.0001837105874219,1504,3,12.4518201284797,5.30714285714286,88.9285714285714,240.051623428571,3988.0,1724.28571428571,1511.85714285714,2505.71428571429,4.71428571428571,5.0,0.370456030075683,1.06585325425336,1.42840759347719,1.48613902157799,0.934,0.801106649508098,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,15.0,5.984678240320313,10.214624543410476,20.233293497843817,215.0,96.11306900866741,150.73708702646294,278.52541703304144,15.0,-13.9495828074695,22.189405121586752,4.319798249846245,215.0,-181.5726461415555,324.9708362522106,52.44648287055635,45.0,0.801106649508098
16_2,2014,16_2_2014,GM,Chevrolet,Aveo,1.59275249350229e-05,132,6,12.78375,6.0375,90.125,247.27569075,4039.0,1771.0,1517.0,2525.0,5.0,5.0,0.364471734874731,1.10872910988229,1.27417884615385,1.33474230769231,1.0,1.01811480746867,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,14.0,5.476981093589853,12.090278023207123,18.39202224424093,236.0,114.7832152478032,201.1787601766983,312.92418144493774,14.0,-13.20291039514844,22.758203449309477,3.6567931333774735,236.0,-185.06376132708064,375.74162968824095,63.193208906210515,84.0,1.01811480746867
16_2,2009,16_2_2009,GM,Chevrolet,Aveo,0.0005704185050947,4605,1,12.1622401847575,4.86666666666667,87.3333333333333,230.199071666667,3920.0,1680.0,1505.0,2480.0,4.33333333333333,5.0,0.379381779001237,1.02077114397203,1.15004441286196,1.20266033043169,0.866,0.910048917216635,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,17.0,6.764528823958962,13.371388940507973,22.29924839325834,229.0,101.16590383863442,178.49900924471837,292.9914581610817,17.0,-15.867837468595413,24.266633833480405,4.426115106111798,229.0,-197.35569871199218,319.9140952194551,52.5446156565625,17.0,0.910048917216635
16_2,2013,16_2_2013,GM,Chevrolet,Aveo,0.0001784519564988,1475,5,12.9784263959391,6.0375,90.125,247.27569075,4039.0,1771.0,1517.0,2525.0,5.0,5.0,0.364471734874731,1.10872910988229,1.36365482233503,1.42727645450996,0.985,0.951718618185289,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,14.0,5.4719767005757385,11.1537670246961,18.379581588936503,226.0,105.32189388929704,177.80352539127838,296.32879395336465,14.0,-13.216709016215017,22.58117792288744,3.647625340079647,226.0,-184.2866209613171,357.23330152863053,57.84874702584238,70.0,0.951718618185289
16_2,2012,16_2_2012,GM,Chevrolet,Aveo,0.0002178812922614,1798,4,12.7811938321824,5.67272727272727,89.7272727272727,244.432232,4039.0,1761.18181818182,1517.0,2525.0,5.0,5.0,0.367084455241863,1.10258246731429,1.41259105098855,1.47933363438242,0.961,0.862989457700188,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,15.0,5.8298497873827015,11.295481984530252,19.95060088893385,228.0,103.20571996910348,167.68265525926134,295.6627053662544,15.0,-14.313868565895623,23.88175681445616,4.117488770660312,228.0,-191.01013840848253,353.3013858028795,55.83317599728315,60.0,0.862989457700188
16_2,2008,16_2_2008,GM,Chevrolet,Aveo,0.0001614461586411,1295,0,12.4350649350649,4.86666666666667,87.3333333333333,230.199071666667,3920.0,1680.0,1505.0,2480.0,4.33333333333333,5.0,0.379381779001237,1.02077114397203,1.26329579511398,1.38792344019617,0.847,0.807581800723608,United States,2,B-segment (subcompact),0,-1.3212205,1.367513,0.014077362,-0.4936225,0.46282616,7,16.0,6.340391125527628,11.077860431601941,21.027317795364187,216.0,97.38275972233731,142.17197290271125,277.05288647371646,16.0,-15.014641340408026,22.683615768763644,4.185483804353893,216.0,-182.60960556860957,290.8330087219225,50.198820882489706,0.0,0.807581800723608
