"clustering_ids","market_ids","Image_name","gen_ids","Price","hp","mpg","mpd","hpwt","space","wt","len","wid","Firm","Color","eswt","Gas_emission","in_uk_blp","shares","ht","wph","xi_fe","wb","make","Segment","Automaker","Region"
"10_3",2017,"Bentley$$Bentayga$$2017$$White$$10_3$$55$$image_5.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Blue$$10_3$$119$$image_11.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Black$$10_3$$60$$image_14.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Black$$10_3$$87$$image_3.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Black$$10_3$$50$$image_14.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Silver$$10_3$$70$$image_5.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Grey$$10_3$$17$$image_0.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Black$$10_3$$105$$image_3.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"10_3",2017,"Bentley$$Bentayga$$2017$$Black$$10_3$$74$$image_16.jpg","10_3_56",162.759912959381,513.5,2.85,0.545382621902878,0.941851835807525,1.7718662573427,545.202526,5140,2224,1,1,1,1,TRUE,6.45730006658721e-05,1742,1.27669345579793,-1.829,2995,"Bentley",7,6,6
"16_11",2008,"Chevrolet$$Lacetti$$2008$$Blue$$16_11$$17$$image_4.jpg","16_11_88",15.0185528756957,107.142857142857,3.67142857142857,0.609242239097751,0.402121373613156,1.22133962651826,266.444074285714,4379.28571428571,1799.28571428571,7,1,1,1,TRUE,0.0001408757986598,1447.85714285714,1.24272323630982,-9.814,2600,"Chevrolet",3,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Blue$$16_12$$22$$image_3.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Silver$$16_12$$43$$image_0.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Blue$$16_12$$56$$image_3.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Red$$16_12$$23$$image_4.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Silver$$16_12$$5$$image_6.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Silver$$16_12$$3$$image_1.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Blue$$16_12$$55$$image_0.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Blue$$16_12$$56$$image_4.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Blue$$16_12$$71$$image_0.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Blue$$16_12$$2$$image_1.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Black$$16_12$$52$$image_0.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2008,"Chevrolet$$Matiz$$2008$$Silver$$16_12$$25$$image_0.jpg","16_12_89",7.32388823297914,62,4.2,0.696954156788867,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0004525479195885,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2009,"Chevrolet$$Matiz$$2009$$Red$$16_12$$31$$image_1.jpg","16_12_89",7.16320246343341,62,4.2,0.785384681981479,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0006228152537712,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2009,"Chevrolet$$Matiz$$2009$$Silver$$16_12$$63$$image_8.jpg","16_12_89",7.16320246343341,62,4.2,0.785384681981479,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0006228152537712,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2009,"Chevrolet$$Matiz$$2009$$Silver$$16_12$$64$$image_1.jpg","16_12_89",7.16320246343341,62,4.2,0.785384681981479,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0006228152537712,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2009,"Chevrolet$$Matiz$$2009$$Silver$$16_12$$21$$image_3.jpg","16_12_89",7.16320246343341,62,4.2,0.785384681981479,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0006228152537712,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_12",2009,"Chevrolet$$Matiz$$2009$$Silver$$16_12$$38$$image_0.jpg","16_12_89",7.16320246343341,62,4.2,0.785384681981479,0.35330100986193,0.80988136943216,175.487752,3495,1495,7,1,1,1,TRUE,0.0006228152537712,1485,1.00673400673401,-8.936,2340,"Chevrolet",1,6,7
"16_13",2012,"Chevrolet$$Orlando$$2012$$Red$$16_13$$57$$image_2.jpg","16_13_90",21.8388583320945,147.142857142857,4.51428571428571,0.686756262583758,0.411902752231615,1.32387023751631,357.227176428571,4652,1836,7,1,1,1,TRUE,0.0002687768110322,1633,1.12431108389467,-8.225,2760,"Chevrolet",8,6,7
"16_13",2013,"Chevrolet$$Orlando$$2013$$Silver$$16_13$$80$$image_2.jpg","16_13_90",21.6133671742809,146.583333333333,4.45,0.701473764128287,0.416316163682385,1.32387023751631,352.096185833333,4652,1836,7,1,1,1,TRUE,0.0001116685802362,1633,1.12431108389467,-8.225,2760,"Chevrolet",8,6,7
"16_13",2013,"Chevrolet$$Orlando$$2013$$Grey$$16_13$$19$$image_0.jpg","16_13_90",21.6133671742809,146.583333333333,4.45,0.701473764128287,0.416316163682385,1.32387023751631,352.096185833333,4652,1836,7,1,1,1,TRUE,0.0001116685802362,1633,1.12431108389467,-8.225,2760,"Chevrolet",8,6,7
"16_14",2010,"Chevrolet$$Spark$$2010$$Green$$16_14$$79$$image_0.jpg","16_14_91",9.91983594332588,73,5.53333333333333,0.92163486238948,0.383244009129649,0.897317138734064,190.479168,3625,1597,7,1,1,1,TRUE,0.0004758802124311,1522,1.04927726675427,-9.641,2375,"Chevrolet",1,6,7
"16_14",2010,"Chevrolet$$Spark$$2010$$Green$$16_14$$79$$image_15.jpg","16_14_91",9.91983594332588,73,5.53333333333333,0.92163486238948,0.383244009129649,0.897317138734064,190.479168,3625,1597,7,1,1,1,TRUE,0.0004758802124311,1522,1.04927726675427,-9.641,2375,"Chevrolet",1,6,7
"16_14",2011,"Chevrolet$$Spark$$2011$$Green$$16_14$$15$$image_0.jpg","16_14_91",9.43484245946773,72.1428571428571,5.52857142857143,0.834531018464694,0.37874407947255,0.897847572510656,190.479168,3627.14285714286,1597,7,1,1,1,TRUE,0.0005252363869111,1522,1.04927726675427,-9.641,2375,"Chevrolet",1,6,7
"16_14",2011,"Chevrolet$$Spark$$2011$$Green$$16_14$$15$$image_11.jpg","16_14_91",9.43484245946773,72.1428571428571,5.52857142857143,0.834531018464694,0.37874407947255,0.897847572510656,190.479168,3627.14285714286,1597,7,1,1,1,TRUE,0.0005252363869111,1522,1.04927726675427,-9.641,2375,"Chevrolet",1,6,7
"16_14",2013,"Chevrolet$$Spark$$2013$$Silver$$16_14$$42$$image_0.jpg","16_14_91",9.98477157360406,73,5.6,0.882753500925485,0.383244009129649,0.889891065861782,190.479168,3595,1597,7,1,1,1,TRUE,0.0005091022596252,1529.25,1.04430276279222,-9.641,2375,"Chevrolet",1,6,7
"16_18",2013,"Chevrolet$$Trax$$2013$$Grey$$16_18$$15$$image_0.jpg","16_18_92",18.8100072516316,126.571428571429,4.98571428571429,0.78592084648723,0.423704077764867,1.16939304172702,298.72601,4248,1776,7,1,1,1,TRUE,0.0001293322993201,1674,1.06093189964158,-11.097,2555,"Chevrolet",7,6,7
"16_18",2013,"Chevrolet$$Trax$$2013$$Black$$16_18$$5$$image_1.jpg","16_18_92",18.8100072516316,126.571428571429,4.98571428571429,0.78592084648723,0.423704077764867,1.16939304172702,298.72601,4248,1776,7,1,1,1,TRUE,0.0001293322993201,1674,1.06093189964158,-11.097,2555,"Chevrolet",7,6,7
"16_18",2013,"Chevrolet$$Trax$$2013$$White$$16_18$$11$$image_1.jpg","16_18_92",18.8100072516316,126.571428571429,4.98571428571429,0.78592084648723,0.423704077764867,1.16939304172702,298.72601,4248,1776,7,1,1,1,TRUE,0.0001293322993201,1674,1.06093189964158,-11.097,2555,"Chevrolet",7,6,7
"16_2",2009,"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg","16_2_84",12.1622401847575,87.3333333333333,4.86666666666667,0.910048917216635,0.379381779001237,1.02077114397203,230.199071666667,3920,1680,7,1,1,1,TRUE,0.0005704185050947,1505,1.11627906976744,-9.145,2480,"Chevrolet",2,6,7
"16_2",2009,"Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg","16_2_84",12.1622401847575,87.3333333333333,4.86666666666667,0.910048917216635,0.379381779001237,1.02077114397203,230.199071666667,3920,1680,7,1,1,1,TRUE,0.0005704185050947,1505,1.11627906976744,-9.145,2480,"Chevrolet",2,6,7
"16_5",2010,"Chevrolet$$Captiva$$2010$$Black$$16_5$$42$$image_2.jpg","16_5_85",27.2012490678598,146.833333333333,3.55833333333333,0.592677840723355,0.369415625803373,1.3434588878493,397.474614166667,4635,1870,7,1,1,1,TRUE,0.0002713168764752,1720,1.08720930232558,-7.504,2705,"Chevrolet",7,6,7
"16_5",2013,"Chevrolet$$Captiva$$2013$$Black$$16_5$$7$$image_2.jpg","16_5_86",27.6456852791878,176.8,4.06,0.639996288170977,0.42931063376992,1.64347579690047,411.823016,4673,2269,7,1,1,1,TRUE,0.0001386480963713,1727,1.31383902721482,-7.504,2707,"Chevrolet",7,6,7
"16_7",2012,"Chevrolet$$Cruze$$2012$$Grey$$16_7$$4$$image_6.jpg","16_7_87",18.9726936739747,142.103448275862,4.87931034482759,0.742287296037988,0.453945402832646,1.26971640681662,313.040835724138,4561.68965517241,1795.75862068966,7,1,1,1,TRUE,0.0002332711276992,1477,1.21581490906544,-9.776,2685,"Chevrolet",3,6,7
"17_1",2008,"Chrysler$$300C$$2006$$Black$$17_1$$58$$image_11.jpg","17_1_93",41.5663124754034,285,2.91666666666667,0.483995942214491,0.644490133057702,1.46137550103211,442.210028333333,5015,1880,1,1,1,1,TRUE,0.0001378837462988,1468.5,1.28021790943139,-9.01,3050,"Chrysler",5,6,7
"17_1",2012,"Chrysler$$300C$$2012$$White$$17_1$$8$$image_6.jpg","17_1_94",35.454387790496,236,3.9,0.593305252168879,0.505658604755838,1.49351206001261,466.718054,5066,1902,1,1,1,1,TRUE,1.97523084753157e-05,1488,1.27822580645161,-9.01,3052,"Chrysler",5,6,7
"17_1",2012,"Chrysler$$300C$$2012$$Grey$$17_1$$85$$image_2.jpg","17_1_94",35.454387790496,236,3.9,0.593305252168879,0.505658604755838,1.49351206001261,466.718054,5066,1902,1,1,1,1,TRUE,1.97523084753157e-05,1488,1.27822580645161,-9.01,3052,"Chrysler",5,6,7
"17_1",2012,"Chrysler$$300C$$2012$$Grey$$17_1$$44$$image_1.jpg","17_1_94",35.454387790496,236,3.9,0.593305252168879,0.505658604755838,1.49351206001261,466.718054,5066,1902,1,1,1,1,TRUE,1.97523084753157e-05,1488,1.27822580645161,-9.01,3052,"Chrysler",5,6,7
"17_10",2012,"Chrysler$$Ypsilon$$2012$$Red$$17_10$$28$$image_1.jpg","17_10_98",14.3526708289976,80.5,6.49166666666667,0.987574340682814,0.368365490134366,1.11598917724328,218.5329575,3842,1874,1,1,1,1,TRUE,0.0002193354499406,1520,1.23289473684211,-9.751,2390,"Chrysler",1,6,7
"17_10",2012,"Chrysler$$Ypsilon$$2012$$Grey$$17_10$$20$$image_8.jpg","17_10_98",14.3526708289976,80.5,6.49166666666667,0.987574340682814,0.368365490134366,1.11598917724328,218.5329575,3842,1874,1,1,1,1,TRUE,0.0002193354499406,1520,1.23289473684211,-9.751,2390,"Chrysler",1,6,7
"17_10",2014,"Chrysler$$Ypsilon$$2014$$Grey$$17_10$$39$$image_0.jpg","17_10_98",13.27375,80.25,6.455,1.08851860574911,0.367314137055601,1.11598917724328,218.477842,3842,1874,1,1,1,1,TRUE,0.0001595165754856,1520,1.23289473684211,-9.751,2390,"Chrysler",1,6,7
"17_4",2014,"Chrysler$$Grand Voyager$$2014$$Grey$$17_4$$42$$image_2.jpg","17_4_95",31.0083333333333,178,3.5,0.590211482590532,0.360122827295022,1.58038052756723,494.275804,5218,1954,1,1,1,1,TRUE,5.77976094233029e-05,1750,1.11657142857143,-9.444,3078,"Chrysler",8,6,7
"17_8",2008,"Chrysler$$Sebring$$2008$$Silver$$17_8$$10$$image_0.jpg","17_8_96",24.6410861865407,156.4,3.58,0.594070447929558,0.420023274338272,1.39462082542791,372.360318,4882,1843,1,1,1,1,TRUE,5.44802867383513e-05,1497,1.2311289245157,-8.749,2765,"Chrysler",4,6,7
"17_8",2008,"Chrysler$$Sebring$$2008$$Silver$$17_8$$3$$image_3.jpg","17_8_96",24.6410861865407,156.4,3.58,0.594070447929558,0.420023274338272,1.39462082542791,372.360318,4882,1843,1,1,1,1,TRUE,5.44802867383513e-05,1497,1.2311289245157,-8.749,2765,"Chrysler",4,6,7
"17_9",2008,"Chrysler$$Voyager$$2008$$Silver$$17_9$$18$$image_5.jpg","17_9_97",24.8273317591499,145.25,3.025,0.501972934353886,0.326362204807562,1.48824886380198,445.0576625,4808,1997,1,1,1,1,TRUE,0.0001816425120772,1749,1.14179531160663,-7.914,2878,"Chrysler",8,6,7
"17_9",2008,"Chrysler$$Voyager$$2006$$Black$$17_9$$1$$image_1.jpg","17_9_97",24.8273317591499,145.25,3.025,0.501972934353886,0.326362204807562,1.48824886380198,445.0576625,4808,1997,1,1,1,1,TRUE,0.0001816425120772,1749,1.14179531160663,-7.914,2878,"Chrysler",8,6,7
"17_9",2008,"Chrysler$$Voyager$$2008$$Grey$$17_9$$27$$image_1.jpg","17_9_97",24.8273317591499,145.25,3.025,0.501972934353886,0.326362204807562,1.48824886380198,445.0576625,4808,1997,1,1,1,1,TRUE,0.0001816425120772,1749,1.14179531160663,-7.914,2878,"Chrysler",8,6,7
"18_12",2008,"Citroen$$C4$$2008$$Grey$$18_12$$46$$image_0.jpg","18_12_108",18.5632798573975,112.078431372549,4.86039215686275,0.806540599368928,0.403853126220267,1.17301957985176,277.522752941176,4272.35294117647,1771.35294117647,13,1,1,1,TRUE,0.0021767180925666,1458,1.21491971274106,-5.959,2608,"Citroen",3,6,1
"18_12",2008,"Citroen$$C4$$2008$$Unlisted$$18_12$$36$$image_5.jpg","18_12_108",18.5632798573975,112.078431372549,4.86039215686275,0.806540599368928,0.403853126220267,1.17301957985176,277.522752941176,4272.35294117647,1771.35294117647,13,1,1,1,TRUE,0.0021767180925666,1458,1.21491971274106,-5.959,2608,"Citroen",3,6,1
