"file_name","V1","V3","V4","V7","V10","V12","V15","V16","V17","V19","V20"
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",0,-1.0376705,-0.7316277,1.7544904,0.09943264,0,-0.6234221,1.1053121,0,-0.15961699,-0.28244585
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",0,-0.1342749,-0.6885,0.58089817,-0.6500938,0,-1.7644106,0.1835172,0,-0.1272956,-0.2098694
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",0,-0.6639394,-0.38878238,-1.1264346,0.7634298,0,-0.38181952,1.1955236,0,-0.23781668,-0.30835494
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",0,-0.32273737,-0.11957865,-1.1468921,0.96225685,0,0.23378082,1.6237236,0,-0.0688206,-0.14490741
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",0,-0.43212634,-0.28478464,-1.2325203,0.7964285,0,0.20053232,1.2799804,0,-0.11453167,-0.20075959
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",0,-1.7848599,-1.365902,-0.45027575,-0.59552246,0,-0.27938175,0.64726985,0,-0.23973218,-0.42441005
"Alfa Romeo$$Giulietta$$2017$$White$$4_11$$303$$image_2.jpg",0,-0.87889546,-0.024748215,-1.0267704,0.5894517,0,1.3369704,1.3173758,0,-0.28582343,-0.39928323
"Alfa Romeo$$MiTo$$2009$$Silver$$4_14$$265$$image_1.jpg",0,-0.72366166,0.3664577,1.7037795,0.68787754,0,-0.27463844,0.49087706,0,-0.14682947,-0.26162842
"Alfa Romeo$$MiTo$$2012$$White$$4_14$$288$$image_7.jpg",0,0.57814544,-0.62928337,-0.42115664,1.6753073,0,1.0105988,1.7187251,0,-0.023016637,0.00039632246
"Alfa Romeo$$MiTo$$2015$$White$$4_14$$106$$image_1.jpg",0,-0.41468626,0.56458914,0.16152519,1.564144,0,1.3332298,1.1489383,0,-0.060880795,-0.04682036
"Alfa Romeo$$MiTo$$2017$$White$$4_14$$334$$image_12.jpg",0,-1.0148386,1.1343359,-0.29707658,0.49760526,0,2.2997055,0.64955264,0,-0.10646319,-0.18284287
"Alfa Romeo$$MiTo$$2017$$White$$4_14$$71$$image_0.jpg",0,-0.8383628,0.85249203,0.42347002,-0.45061588,0,0.016997084,0.4558749,0,-0.21636556,-0.2602305
"Audi$$A1$$2010$$White$$7_1$$130$$image_2.jpg",0,-1.467361,0.96918756,-0.23916918,0.12678882,0,-0.2526597,0.89989805,0,-0.0842323,-0.18886155
"Audi$$A1$$2011$$White$$7_1$$332$$image_0.jpg",0,-1.3752999,-0.7139303,0.31074876,0.6734007,0,0.23244344,0.5366563,0,0.056250736,0.04097723
"Audi$$A1$$2012$$White$$7_1$$649$$image_0.jpg",0,-0.1496461,-1.6733096,-1.756868,1.8615065,0,0.070324376,0.48789433,0,-0.04185757,-0.085125744
"Audi$$A1$$2013$$Silver$$7_1$$10$$image_5.jpg",0,0.050855882,-1.3968934,-1.2053579,1.6737701,0,0.719518,0.41720054,0,-0.018272774,0.012515005
"Audi$$A1$$2013$$Silver$$7_1$$156$$image_7.jpg",0,-1.9133221,-0.53544325,-1.2447624,0.06342026,0,-0.5453018,0.2851386,0,-0.2370045,-0.4171887
"Audi$$A1$$2013$$White$$7_1$$248$$image_0.jpg",0,-1.4053687,-0.6127384,-0.15800193,0.30434388,0,0.33881027,0.6815756,0,0.015031284,0.003934469
"Audi$$A1$$2013$$White$$7_1$$508$$image_0.jpg",0,-1.3213124,0.0783389,-0.362567,0.62112164,0,-0.37304863,0.10406408,0,-0.10992284,-0.23144783
"Audi$$A1$$2014$$Multicolour$$7_1$$92$$image_5.jpg",0,-2.243116,-0.25624204,-0.835487,0.09527486,0,-0.6962063,-0.09956799,0,-0.01825953,-0.022874955
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_15.jpg",0,-1.2557431,-1.6026655,-0.41135114,-0.5132738,0,-1.5811177,0.2677745,0,-0.13600145,-0.21330161
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_5.jpg",0,-1.2557431,-1.6026655,-0.41135114,-0.5132738,0,-1.5811177,0.2677745,0,-0.13600145,-0.21330161
"Audi$$A1$$2015$$White$$7_1$$168$$image_0.jpg",0,-1.91081,-0.8212214,0.53239834,0.38400674,0,0.052148994,0.3283457,0,0.046237655,0.07681614
"Audi$$A1$$2015$$White$$7_1$$271$$image_5.jpg",0,-2.3321507,-0.032216363,-1.1298786,-0.39851528,0,-0.98916,1.1044844,0,-0.09622958,-0.18749867
"Audi$$A1$$2015$$White$$7_1$$563$$image_5.jpg",0,-2.2842436,-1.8052515,-0.5595702,-0.7849274,0,-1.5282373,-0.0122925695,0,-0.10959542,-0.13280894
"Audi$$A1$$2016$$White$$7_1$$882$$image_2.jpg",0,-2.8099709,-0.67859906,-1.7480251,-0.4512539,0,-1.1568447,1.2204868,0,-0.06703772,-0.15496233
"Audi$$A1$$2017$$White$$7_1$$715$$image_5.jpg",0,-1.445226,-1.4740704,-0.90608376,0.4671386,0,-1.0383266,0.16057906,0,-0.2846678,-0.39226764
"Audi$$A1$$2017$$White$$7_1$$870$$image_5.jpg",0,-2.891745,-0.33307368,-1.8840494,-0.22810543,0,-0.5496441,0.8594714,0,-0.0148834195,-0.08775467
"Audi$$A1$$2017$$White$$7_1$$924$$image_0.jpg",0,-2.7953205,0.36661983,-1.614377,0.7355844,0,-0.15826955,0.46396545,0,0.07161507,0.08087279
"Audi$$A1$$2017$$White$$7_1$$974$$image_1.jpg",0,-0.6521669,-0.2981273,-1.1518037,1.11445,0,-0.14902084,1.0066342,0,0.053340025,-0.008603293
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_1.jpg",0,-0.6571885,-5.0123925,0.033726327,-0.19132158,0,-0.7830973,0.2831075,0,-0.14130154,-0.31695488
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_2.jpg",0,-1.3112278,-4.3944955,-0.66124743,-0.45144257,0,-1.2604373,0.034798864,0,-0.113886744,-0.19095124
"Audi$$A3 Cabriolet$$2013$$White$$7_4$$570$$image_3.jpg",0,-1.8911325,-1.8829886,1.1251221,1.4491831,0,-0.0108096935,1.3837014,0,-0.1477585,-0.24151377
"Audi$$A3 Cabriolet$$2014$$White$$7_4$$578$$image_2.jpg",0,0.4190133,-3.091313,-0.8277007,-0.3195631,0,0.080353156,0.65295255,0,0.025876371,-0.015529934
"Audi$$A3 Cabriolet$$2015$$Grey$$7_4$$358$$image_2.jpg",0,-2.6475997,-0.056117453,2.8702888,0.12265506,0,0.11484203,1.4571947,0,-0.0030244794,-0.033870902
"Audi$$A3 Cabriolet$$2015$$Silver$$7_4$$644$$image_5.jpg",0,-0.09173816,-0.39928985,-2.1229236,1.5870218,0,-0.4930135,0.2846625,0,-0.098758616,-0.012177099
"Audi$$A3 Cabriolet$$2016$$White$$7_4$$553$$image_2.jpg",0,-2.004056,-3.4033117,0.23459458,-0.20608279,0,-1.4667007,1.021264,0,-0.10083471,-0.24860145
"Audi$$A3$$2009$$Silver$$7_3$$824$$image_0.jpg",0,-1.6386037,-0.030705953,1.5574079,0.9983929,0,0.4957309,1.1780356,0,-0.12991376,-0.26660296
"Audi$$A3$$2012$$White$$7_3$$1536$$image_0.jpg",0,-1.934623,-1.1824976,-2.4303508,0.09081698,0,-0.69181633,1.5332934,0,-0.059254766,-0.1668175
"Audi$$A3$$2013$$White$$7_3$$1347$$image_3.jpg",0,-3.140321,-0.44812712,0.20142037,0.09382447,0,-0.53194094,1.3489548,0,0.07860577,0.08360775
"Audi$$A3$$2013$$White$$7_3$$1602$$image_0.jpg",0,-0.23795214,-1.1973529,-1.9623727,1.3450046,0,0.061196413,1.773077,0,0.032586582,-0.03549168
"Audi$$A3$$2013$$White$$7_3$$577$$image_12.jpg",0,-2.036283,-1.2866482,-0.57298,2.0807617,0,0.99862236,0.634927,0,0.037402786,0.12614557
"Audi$$A3$$2013$$White$$7_3$$66$$image_4.jpg",0,-1.2755946,-0.304667,-0.666317,0.9647885,0,-0.43123204,1.4602416,0,0.081257194,0.030485075
"Audi$$A3$$2014$$Silver$$7_3$$1969$$image_4.jpg",0,-1.5791762,0.20505635,-0.38708,0.30391943,0,-0.14465466,1.2693553,0,0.09737887,0.11975977
"Audi$$A3$$2014$$Silver$$7_3$$776$$image_2.jpg",0,1.1588712,-1.177154,-1.516076,0.069154195,0,-1.0026352,1.670427,0,0.101648435,0.094055876
"Audi$$A3$$2014$$Unlisted$$7_3$$922$$image_1.jpg",0,-1.4054389,-1.269502,-0.69147134,1.1831228,0,0.0035622679,1.008258,0,-0.281827,-0.44744182
"Audi$$A3$$2014$$White$$7_3$$728$$image_0.jpg",0,-4.0642266,-0.64279515,1.0541898,0.4760208,0,-0.046498124,0.9543299,0,-0.04000345,-0.062858164
"Audi$$A3$$2015$$White$$7_3$$1294$$image_0.jpg",0,-3.321824,-0.8204088,1.1025757,0.8315731,0,-0.20424782,1.2254505,0,0.06794189,0.07584724
"Audi$$A3$$2015$$White$$7_3$$1352$$image_6.jpg",0,-1.8682661,-1.0212307,1.7487034,0.88785887,0,-0.0075831152,2.1338751,0,-0.025222255,-0.097850874
"Audi$$A3$$2016$$Grey$$7_3$$1041$$image_5.jpg",0,0.7455489,-0.923751,-1.0434692,-0.13320628,0,-1.6084472,0.35064116,0,-0.015714413,0.022305515
"Audi$$A3$$2016$$Grey$$7_3$$1871$$image_5.jpg",0,0.33065808,-1.1504594,-0.3073249,-0.22295824,0,-1.4072526,0.6009368,0,-0.081721246,-0.14827965
"Audi$$A3$$2016$$Silver$$7_3$$1049$$image_5.jpg",0,-1.1751038,-2.1314473,-0.57898194,-0.70178145,0,-2.1649673,0.6705974,0,0.012744965,0.0023217462
"Audi$$A3$$2016$$Silver$$7_3$$1423$$image_5.jpg",0,0.092116676,-1.2921588,-0.02267012,-0.17081073,0,-0.6241759,1.0209198,0,0.13030732,0.17481683
"Audi$$A3$$2016$$Silver$$7_3$$299$$image_5.jpg",0,0.7269791,-1.4461917,-1.081116,-0.028897278,0,0.1108703,1.6217214,0,0.11009377,0.13955782
"Audi$$A3$$2016$$Silver$$7_3$$699$$image_5.jpg",0,0.6147257,-0.41635603,-1.3124659,0.54797566,0,0.20841129,1.5292437,0,0.18945448,0.22677884
"Audi$$A3$$2016$$Silver$$7_3$$955$$image_5.jpg",0,0.23441005,-1.8045032,-0.39380312,-0.41624588,0,-0.9970912,0.76973826,0,0.23504207,0.3021417
"Audi$$A3$$2016$$White$$7_3$$1985$$image_0.jpg",0,-1.5010654,-0.86273307,0.49723923,0.84433836,0,-0.24413072,0.8441683,0,0.03672093,0.051396925
"Audi$$A3$$2016$$White$$7_3$$525$$image_13.jpg",0,-0.40339294,-3.67937,-1.0924244,-0.089001946,0,-0.67995316,0.9291063,0,-0.06880009,-0.27949235
"Audi$$A3$$2017$$Grey$$7_3$$1025$$image_5.jpg",0,0.17433116,-0.84931976,-0.107763834,-0.38074887,0,-1.0071294,0.7952378,0,0.06723941,0.09113523
"Audi$$A3$$2017$$Grey$$7_3$$159$$image_6.jpg",0,0.32507688,-0.7683722,-0.9300852,0.008179538,0,-1.032205,0.64263874,0,0.0041825064,-0.0030298866
"Audi$$A3$$2017$$Grey$$7_3$$1913$$image_5.jpg",0,-0.3909718,-0.09697875,-0.8868532,0.14932549,0,-1.0381709,1.1428189,0,-0.04703895,-0.115154326
"Audi$$A3$$2017$$Grey$$7_3$$1993$$image_6.jpg",0,-0.39270985,-0.72505516,-1.0822053,-0.31937447,0,-1.4729382,0.5997998,0,-0.0037144255,-0.011726636
"Audi$$A3$$2017$$Silver$$7_3$$931$$image_5.jpg",0,0.2499497,-1.7697791,-0.7013661,-0.09928801,0,-0.84845847,0.19596015,0,0.00026615523,0.06005318
"Audi$$A3$$2017$$Silver$$7_3$$966$$image_2.jpg",0,-1.1894482,-1.8717355,-0.9424,0.001727663,0,-1.4082865,0.5732139,0,-0.22421846,-0.3031911
"Audi$$A3$$2017$$White$$7_3$$1119$$image_2.jpg",0,-1.7287295,-1.619016,-1.6117547,0.17540309,0,-1.2716056,0.76519454,0,-0.008977735,-0.09504506
"Audi$$A3$$2017$$White$$7_3$$155$$image_5.jpg",0,-0.9857563,-2.9521902,-1.4568661,-0.12620047,0,-1.6457969,0.47348943,0,-0.10663059,-0.18818724
"Audi$$A3$$2017$$Yellow$$7_3$$519$$image_20.jpg",0,-0.8587707,-1.3457755,-2.030516,0.36009097,0,-0.6192684,0.11086184,0,0.09925582,0.14746465
"Audi$$A4 Allroad$$2015$$White$$7_6$$159$$image_1.jpg",0,-0.15599331,-0.66746897,-1.094342,-0.05169169,0,-0.3632212,0.68748146,0,-0.09087296,-0.15297714
"Audi$$A4 Avant$$2007$$Silver$$7_7$$417$$image_0.jpg",0,0.17531312,-1.5042651,-1.2123886,0.6015918,0,-0.2804561,1.1072532,0,-0.009549657,-0.068016544
"Audi$$A4 Avant$$2009$$Silver$$7_7$$5$$image_2.jpg",0,-0.838963,0.9271521,-0.039486438,-0.20840973,0,0.57354325,2.218766,0,0.08540107,0.071086675
"Audi$$A4 Avant$$2009$$Silver$$7_7$$551$$image_6.jpg",0,-1.4422386,0.58192044,0.07264369,0.63778526,0,-0.27757782,1.0418984,0,-0.20283233,-0.43438885
"Audi$$A4 Avant$$2009$$Silver$$7_7$$86$$image_0.jpg",0,-0.8568928,-0.22379905,1.3346046,0.5128174,0,-0.27426013,1.9209521,0,-0.109746836,-0.28238755
"Audi$$A4 Avant$$2010$$Grey$$7_7$$428$$image_0.jpg",0,-0.38273388,-1.9983436,1.8167186,0.21657425,0,-0.024815697,2.1902874,0,0.0611718,-0.051957
"Audi$$A4 Avant$$2012$$White$$7_7$$797$$image_0.jpg",0,-1.142198,-0.29380846,-1.4815049,0.5530451,0,-0.5722721,1.4017016,0,0.12828326,0.18499385
"Audi$$A4 Avant$$2013$$Silver$$7_7$$657$$image_3.jpg",0,-1.4164133,-1.2455759,-1.6344135,1.7068043,0,0.46474555,1.1919712,0,-0.06345841,0.015775334
"Audi$$A4 Avant$$2013$$White$$7_7$$140$$image_6.jpg",0,-0.186981,-1.1401905,-1.8987744,2.0547943,0,0.07948549,1.3571587,0,-0.03139635,-0.048582572
"Audi$$A4 Avant$$2014$$Grey$$7_7$$213$$image_5.jpg",0,0.21621728,-1.3444976,0.0825732,-0.93539304,0,-1.5502673,0.39826855,0,-0.06076157,-0.14948209
"Audi$$A4 Avant$$2014$$White$$7_7$$574$$image_8.jpg",0,-1.4801114,-1.8671119,-0.26066053,0.7390958,0,-0.44488546,1.0762614,0,-0.009399733,-0.03483111
"Audi$$A4 Avant$$2015$$Silver$$7_7$$620$$image_6.jpg",0,0.28541136,-1.2781358,-1.0345011,0.5557691,0,-0.60799855,2.3832636,0,0.08021011,0.08456497
"Audi$$A4 Avant$$2015$$White$$7_7$$147$$image_6.jpg",0,-0.62324756,-1.125861,-0.8145227,0.7818677,0,0.110613614,2.0347998,0,-0.033902064,-0.07901713
"Audi$$A4 Avant$$2015$$White$$7_7$$15$$image_6.jpg",0,-1.5165296,-1.4347647,-0.9020224,1.0224949,0,0.39737397,2.2872176,0,-0.074933216,-0.15375425
"Audi$$A4 Avant$$2015$$White$$7_7$$269$$image_6.jpg",0,-1.1799676,-0.912213,-1.0625306,0.9069469,0,0.008618247,2.2776556,0,-0.015691215,-0.070221856
"Audi$$A4 Avant$$2016$$White$$7_7$$42$$image_5.jpg",0,-1.5659837,-1.8291116,-0.7892913,-0.5509737,0,-1.8959886,1.6253365,0,0.028902145,0.01184414
"Audi$$A4 Avant$$2016$$White$$7_7$$99$$image_4.jpg",0,-2.671113,-1.2462069,-0.07763219,-0.82771885,0,-1.4155962,0.985269,0,0.09828497,0.13278633
"Audi$$A4 Avant$$2017$$White$$7_7$$23$$image_5.jpg",0,-2.088592,-0.84185064,-1.7771091,-0.74513733,0,-1.3557436,1.418219,0,-0.101118,-0.20288025
"Audi$$A4 Avant$$2017$$White$$7_7$$258$$image_3.jpg",0,-0.32747573,-0.78461736,0.079551324,0.6568128,0,-1.2343181,1.766894,0,-0.045746475,-0.14624844
"Audi$$A4 Avant$$2017$$White$$7_7$$589$$image_5.jpg",0,-2.2103055,-2.1942024,0.74464464,0.4279932,0,-0.02937727,1.8702234,0,-0.025507798,-0.16576809
"Audi$$A4 Cabriolet$$2007$$Silver$$7_8$$165$$image_25.jpg",0.057913747,-0.88206637,-1.2659265,1.9281875,-1.173516,0.03973383,0.14241534,2.5383327,0,0.05352032,0.013673823
"Audi$$A4$$2008$$Silver$$7_5$$463$$image_0.jpg",0.019960146,-0.7411487,-0.5849803,0.6492233,0.118848436,0.017661978,-1.3813964,1.0653836,0,-0.16444334,-0.22439541
"Audi$$A4$$2009$$White$$7_5$$618$$image_0.jpg",0.038453322,-1.0707849,-0.70266515,-0.036714457,0.12159135,0.0017979341,-1.4616128,1.3264892,0,-0.0738904,-0.19072716
"Audi$$A4$$2011$$Grey$$7_5$$666$$image_2.jpg",-0.038411487,-0.25519684,0.21254991,-0.4888658,-0.663596,-0.012232403,-0.44029084,1.7168653,0,0.11951707,0.22103511
"Audi$$A4$$2011$$Silver$$7_5$$110$$image_2.jpg",-0.03582615,-0.23819828,-1.3430668,-1.4021767,-0.09006875,-0.019877452,-0.25038248,1.4929185,0,-0.011900488,0.01452164
"Audi$$A4$$2011$$Silver$$7_5$$677$$image_0.jpg",0.040397,-0.15548372,-1.8187506,1.8812985,-0.12587789,0.03941204,-0.65238315,1.9656395,0,-0.03974182,-0.22216587
"Audi$$A4$$2012$$Silver$$7_5$$823$$image_0.jpg",-0.03840119,0.490633,-1.1519467,-0.7655299,0.31376797,0.022042338,0.25521377,1.506132,0,0.24603812,0.38840455
"Audi$$A4$$2012$$Unlisted$$7_5$$369$$image_0.jpg",-0.017358888,-2.7792919,-1.8979572,1.2816684,0.35208958,0.022524424,-0.72959703,1.0864754,0,0.050123937,0.07936746
"Audi$$A4$$2012$$White$$7_5$$535$$image_0.jpg",0.042305257,-1.3767619,-0.8622399,-2.3686423,0.4816934,-0.033282217,-0.75752884,1.7787889,0,-0.22821805,-0.36435696
"Audi$$A5 Cabriolet$$2010$$White$$7_10$$406$$image_4.jpg",0.013748016,-1.3211112,-1.6972648,0.8875951,0.18855408,0.019563314,-0.104441404,1.96476,0,-0.01405601,-0.023119424
"Audi$$A5 Cabriolet$$2011$$Grey$$7_10$$326$$image_5.jpg",0.016803857,-0.3528363,-0.89876926,-0.95866793,0.5511355,0.0038156072,0.035699587,1.7323269,0,-0.023785694,-0.10730882
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$327$$image_1.jpg",0.038420748,-0.06586207,-0.7220674,0.1269769,0.8060863,0.045937467,0.80682874,1.628339,0,0.22761713,0.27352837
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$486$$image_4.jpg",0.033333015,0.29870257,-0.70335275,-0.515088,0.47105587,0.028029114,-0.06544314,1.6559771,0,0.10840367,0.0696858
"Audi$$A5 Cabriolet$$2013$$White$$7_10$$21$$image_5.jpg",-0.028691266,-1.887938,-3.6999073,-0.2529455,-0.13705516,-0.010892815,0.10710023,2.1266057,0,0.11607933,-0.003600914
"Audi$$A5 Cabriolet$$2013$$White$$7_10$$378$$image_5.jpg",0.021158334,-1.2086844,-3.6175268,0.69656897,-0.40685302,0.047558572,-1.2198266,1.1408197,0,-0.011133825,-0.14321032
"Audi$$A5 Cabriolet$$2014$$Silver$$7_10$$396$$image_2.jpg",0.0064442866,-0.71500283,-2.175742,-0.10191047,-0.13373691,-0.0017225062,-1.2337862,1.4417766,0,-0.116107434,-0.24827282
"Audi$$A5 Cabriolet$$2014$$White$$7_10$$239$$image_2.jpg",0.030396301,-1.5603302,-2.6645086,-0.88656825,-0.11282993,-0.0063762628,-0.8486003,0.86976624,0,0.07016483,0.013470467
"Audi$$A5 Cabriolet$$2015$$Multicolour$$7_10$$421$$image_6.jpg",-0.01163185,-0.9787711,-1.7436379,-0.9723786,0.25558823,-0.00516777,0.22138108,1.770804,0,0.018317567,-0.014711771
"Audi$$A5 Cabriolet$$2015$$Silver$$7_10$$758$$image_0.jpg",0.008313861,-0.09066422,-0.25172466,0.42760652,1.2381948,0.04854833,-0.1659349,1.6277934,0,-0.039304122,-0.15939038
"Audi$$A5 Cabriolet$$2015$$Silver$$7_10$$820$$image_5.jpg",0.07585357,-1.0991217,-0.56799895,-1.1664395,-0.038203456,0.01717868,0.3106729,1.1014608,0,-0.024156695,-0.14004819
"Audi$$A5 Cabriolet$$2017$$Multicolour$$7_10$$730$$image_17.jpg",-0.023554329,-0.96855783,-0.59824646,-0.008196667,0.34637028,0.018590797,0.42448828,1.2582073,0,-0.12537512,-0.22027035
"Audi$$A5 Cabriolet$$2017$$White$$7_10$$3$$image_4.jpg",0.0053136162,-1.5224433,-1.7684466,0.058004238,1.9384313,-0.025303777,-0.03731324,1.9705087,0,-0.033710964,-0.18646413
"Audi$$A5 Cabriolet$$2017$$White$$7_10$$796$$image_2.jpg",-0.010528836,-1.0462633,-2.172542,-0.7051873,0.04751637,-0.033016898,-1.2859097,0.47878107,0,-0.14728852,-0.2538515
"Audi$$A5$$2007$$Silver$$7_9$$448$$image_1.jpg",-0.036836457,-0.09103725,-2.5428987,-0.6075352,0.6760261,-0.002260114,-0.36382928,1.7087523,0,0.070169285,0.010624986
"Audi$$A5$$2009$$White$$7_9$$311$$image_1.jpg",-0.019127253,-0.23828623,-0.756362,-1.0876137,0.7176126,0.019611258,0.41642871,1.6291972,0,0.09411405,0.12217744
"Audi$$A5$$2010$$Grey$$7_9$$278$$image_4.jpg",0.016946297,-0.18298832,-0.8271372,1.5304929,0.24317923,0.010862385,-0.6827063,2.020514,0,-0.012179447,-0.14883988
"Audi$$A5$$2015$$White$$7_9$$125$$image_0.jpg",0.026932444,-1.3487797,-1.881841,1.6088645,0.23914441,0.019815106,0.5607358,1.7663707,0,0.13207056,0.12231068
"Audi$$A5$$2015$$White$$7_9$$704$$image_0.jpg",0.028718691,-2.8270245,-1.0864588,0.117295586,0.8129539,0.04162077,0.18509585,1.6350636,0,-0.03205052,-0.110232115
