"file_name","V1","V2","V4","V5","V7","V8","V9","V10","V11","V12","V16","V17","V19"
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",0.48844683,-0.10544896,-0.0011399277,1.0725777,0.4892029,-0.05562135,0.040733553,0,0.7718861,-1.6705159,0.023044564,1.1777016,0
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",-0.44661146,-0.16205351,0.010378521,1.3505881,-0.08179377,-0.29787683,1.2322277,0,0.11575861,-0.8333601,0.12204355,0.30485865,0
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",-0.7914487,-0.05259984,-0.09183271,1.5556809,1.1079525,-0.07966224,-0.2568707,0,1.4301307,0.6276238,0.052574,0.23043841,0
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",-0.858423,-0.0818479,-0.059326228,1.1087757,1.0271381,-0.08621566,-1.0861542,0,1.5877782,0.9648179,0,-0.2045471,0
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",-1.0039402,-0.07497606,-0.064768806,1.2078102,1.1784543,-0.183471,-0.7885346,0,1.588896,1.0723678,0,-0.03105039,0
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",-0.50506234,-0.029689202,-0.025780085,2.3649485,0.17806989,-0.011957653,-0.18388283,0,0.7021877,0.58543056,0,1.8790127,0
"Alfa Romeo$$Giulietta$$2017$$White$$4_11$$303$$image_2.jpg",-0.21408626,-0.09045948,-0.055284586,1.4041239,1.2997407,-0.21761152,-1.5440003,0,1.4879642,0.9755502,0.045331962,0.27433428,0
"Alfa Romeo$$MiTo$$2009$$Silver$$4_14$$265$$image_1.jpg",1.1988685,-0.13033152,0.060307708,1.1730278,1.4311204,-0.23203911,-0.05232092,0,0.47473162,-1.0999426,0,0.58404565,0
"Alfa Romeo$$MiTo$$2012$$White$$4_14$$288$$image_7.jpg",-1.2085211,0.023754893,-0.044903915,-0.06491331,1.5501267,0.3914377,-0.75510293,0,1.8606635,-0.66853005,0,-0.46678582,0
"Alfa Romeo$$MiTo$$2015$$White$$4_14$$106$$image_1.jpg",0.6314242,-0.020055631,-0.010357108,0.9112522,2.0233862,0.5014551,-1.200569,0,0.83836234,0.3533256,0,-0.111909285,0
"Alfa Romeo$$MiTo$$2017$$White$$4_14$$334$$image_12.jpg",1.0959156,-0.058282487,0.022090953,0.7324808,1.3106714,0.21934807,-1.5883464,0,0.33227837,1.2095023,0,-0.0713942,0
"Alfa Romeo$$MiTo$$2017$$White$$4_14$$71$$image_0.jpg",1.1958299,-0.12650187,-0.039421964,1.3064504,0.3709566,-0.47857326,-0.56937313,0,0.11598076,0.28984922,0,0.20177671,0
"Audi$$A1$$2010$$White$$7_1$$130$$image_2.jpg",1.2761412,-0.13937078,-0.06383075,0.41624573,0.4464796,-1.0676913,0.062931605,0,1.4607759,1.2239343,0,0.46437514,0
"Audi$$A1$$2011$$White$$7_1$$332$$image_0.jpg",-0.11956387,-0.076784,-0.04242367,-0.31048986,1.1913766,-0.43820703,-0.04333692,0,0.5462683,-0.15358229,0,1.4321138,0
"Audi$$A1$$2012$$White$$7_1$$649$$image_0.jpg",-2.4610748,-0.06349981,-0.06960839,0.14914846,1.8263774,-0.37081486,0.27314696,0,0.38925296,0.26829875,0,0.7689512,0
"Audi$$A1$$2013$$Silver$$7_1$$10$$image_5.jpg",-2.0412242,-0.034010112,-0.06268339,-0.3903345,1.5645094,-0.16271313,-0.36136442,0,0.38736224,0.062265113,0,0.31977996,0
"Audi$$A1$$2013$$Silver$$7_1$$156$$image_7.jpg",-0.40848142,-0.10378962,-0.046964716,0.9988804,0.81227285,-0.8479748,0.52991784,0,0.37745786,1.6332376,0,1.8305101,0
"Audi$$A1$$2013$$White$$7_1$$248$$image_0.jpg",-0.15405083,-0.06979785,-0.055532333,-0.07125073,0.83384,-0.43648,-0.204724,0,0.68334067,0.29136878,0,1.4089067,0
"Audi$$A1$$2013$$White$$7_1$$508$$image_0.jpg",0.32002616,-0.12785457,-0.034256887,0.5246886,1.4633929,-0.696611,0.52010894,0,0.035585858,0.73906296,0,0.83189726,0
"Audi$$A1$$2014$$Multicolour$$7_1$$92$$image_5.jpg",0.276047,-0.09713197,-0.001621794,-0.071039625,0.3496234,-0.8416262,1.2519016,0,0.20967332,1.2772669,0,1.7662125,0
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_15.jpg",-1.069921,-0.07879725,-0.02886903,1.0784285,-0.23202845,-0.56033784,1.3023885,0,0.32985437,0.26428598,0,1.7010995,0
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_5.jpg",-1.069921,-0.07879725,-0.02886903,1.0784285,-0.23202845,-0.56033784,1.3023885,0,0.32985437,0.26428598,0,1.7010995,0
"Audi$$A1$$2015$$White$$7_1$$168$$image_0.jpg",0.17858016,-0.064182565,-0.041727845,-0.32102582,0.4395293,-0.32894582,0.24355216,0,0.45238298,-0.19764273,0,1.8340691,0
"Audi$$A1$$2015$$White$$7_1$$271$$image_5.jpg",0.51811653,-0.06326859,-0.07746044,0.9463097,0.050676484,-0.80972546,0.8325578,0,1.6750524,1.728227,0,1.6504909,0
"Audi$$A1$$2015$$White$$7_1$$563$$image_5.jpg",-0.6600968,-0.04430914,-0.042200845,1.1336248,-0.5457046,-0.6069414,1.3050818,0,-0.018874988,0.5680139,0,2.5138497,0
"Audi$$A1$$2016$$White$$7_1$$882$$image_2.jpg",-0.3179604,-0.020905675,-0.07535873,1.0529454,0.018210288,-0.6709581,1.0498929,0,1.4578788,2.149148,0,2.140801,0
"Audi$$A1$$2017$$White$$7_1$$715$$image_5.jpg",-1.1912732,-0.08407139,-0.038260918,1.2180853,0.82574654,-0.43371946,1.052985,0,0.3349144,0.5257965,0,1.8266484,0
"Audi$$A1$$2017$$White$$7_1$$870$$image_5.jpg",-0.04153949,-0.042928576,-0.057408508,0.23902658,0.24332196,-0.42222434,0.44033214,0,1.3599502,2.764886,0,2.1004176,0
"Audi$$A1$$2017$$White$$7_1$$924$$image_0.jpg",0.8149836,-0.031861924,-0.06829359,-0.32818344,0.815913,-0.19531251,0.18711491,0,0.86994827,2.5836678,0,1.7213112,0
"Audi$$A1$$2017$$White$$7_1$$974$$image_1.jpg",-0.7898138,-0.08475763,-0.06956914,-0.16640255,1.4191141,-0.39054978,0.21418275,0,1.2210643,0.98236775,0,0.3833883,0
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_1.jpg",-2.6626964,0.0453026,-0.13595803,0.11169735,-0.7157562,-0.14465708,0.50284356,0,0.16117524,-1.4452456,0.16072838,2.6838408,0
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_2.jpg",-2.6515408,0.076277465,-0.12911426,0.22538638,-0.77611595,-0.15461804,1.0179787,0,-0.055656537,-0.13558511,0,2.9359405,0
"Audi$$A3 Cabriolet$$2013$$White$$7_4$$570$$image_3.jpg",-0.42247966,-0.041602373,-0.09068048,0.43717435,1.4747721,-0.16625696,0.017157594,0,1.2325575,-1.38129,0,2.7991703,0
"Audi$$A3 Cabriolet$$2014$$White$$7_4$$578$$image_2.jpg",-2.3217292,-0.046645805,-0.09590979,0.02582187,-0.9310884,-0.16451527,-0.41998044,0,0.94169617,-0.7851564,0.06624237,0.9257734,0
"Audi$$A3 Cabriolet$$2015$$Grey$$7_4$$358$$image_2.jpg",1.9856908,-0.18253914,-0.040418353,0.07634077,0.556486,-0.32172787,-0.65588814,0,1.6179254,-1.52696,0.083562374,2.2775383,0
"Audi$$A3 Cabriolet$$2015$$Silver$$7_4$$644$$image_5.jpg",-1.3434329,-0.019680263,0.013369571,0.44512764,1.6245183,0.27045408,0.61620057,0,0.8617172,1.2185837,0.06741012,-0.17860107,0
"Audi$$A3 Cabriolet$$2016$$White$$7_4$$553$$image_2.jpg",-1.2533197,-0.017519964,-0.09151888,1.0541766,-0.82154036,-0.21975985,1.3228275,0,1.2495668,-0.8135434,0.0838756,3.243857,0
"Audi$$A3$$2009$$Silver$$7_3$$824$$image_0.jpg",1.1188109,-0.10270338,-0.029302519,0.6669615,1.6950313,-0.34848344,-1.0376822,0,1.3239622,-0.95925355,0.004693337,1.351843,0
"Audi$$A3$$2012$$White$$7_3$$1536$$image_0.jpg",-1.7756481,0.026310934,-0.10596113,0.18114957,0.40263617,-0.20212457,0.45168525,0,1.9515896,2.2393723,0.0889563,1.966004,0
"Audi$$A3$$2013$$White$$7_3$$1347$$image_3.jpg",0.74029243,-0.062798135,-0.116567045,0.19550708,0.039611492,-0.17004943,0.013632277,0,1.5519783,0.5170091,0,2.5836334,0
"Audi$$A3$$2013$$White$$7_3$$1602$$image_0.jpg",-2.1359775,-0.021421628,-0.13829672,0.22735178,1.3653628,-0.2641217,-0.58572245,0,2.0655985,1.3672086,0.06587943,0.69637805,0
"Audi$$A3$$2013$$White$$7_3$$577$$image_12.jpg",-0.7213052,0.021683944,-0.11914986,-0.44886348,1.7372025,0.049183942,-0.97904736,0,0.9341437,0.5158031,0,2.3248396,0
"Audi$$A3$$2013$$White$$7_3$$66$$image_4.jpg",-0.22333044,-0.07380206,-0.07787417,0.385843,0.9641985,-0.27868393,-0.21587169,0,1.7839892,0.642001,0.057157896,0.97495985,0
"Audi$$A3$$2014$$Silver$$7_3$$1969$$image_4.jpg",0.67793936,-0.069970086,-0.099242315,0.18784566,0.6629868,-0.25512108,-0.37093467,0,1.6926405,1.0250576,0.0007019192,0.9764301,0
"Audi$$A3$$2014$$Silver$$7_3$$776$$image_2.jpg",-2.4574068,-0.08091865,-0.07596694,0.023994869,0.21404856,-0.23294804,0.10113477,0,1.7273083,0.06785832,0,-0.6329404,0
"Audi$$A3$$2014$$Unlisted$$7_3$$922$$image_1.jpg",-0.84638685,-0.11701605,-0.06991552,0.88473964,2.0496702,-0.37963232,-0.34456956,0,1.1914077,0.5852023,0.041920632,1.6537911,0
"Audi$$A3$$2014$$White$$7_3$$728$$image_0.jpg",1.8417907,-0.05711528,-0.08103225,0.146038,0.65021986,-0.25885653,-0.18958083,0,0.773729,0.36868685,0.11636055,3.104416,0
"Audi$$A3$$2015$$White$$7_3$$1294$$image_0.jpg",1.1762981,-0.04985939,-0.1087932,0.009553408,0.6686002,-0.14799578,-0.32327485,0,1.2412767,-0.29451263,0,3.1204724,0
"Audi$$A3$$2015$$White$$7_3$$1352$$image_6.jpg",0.44468498,-0.074613824,-0.09554598,0.46129665,1.1494955,-0.3305565,-0.16741924,0,2.122233,-1.4670994,0,2.2502422,0
"Audi$$A3$$2016$$Grey$$7_3$$1041$$image_5.jpg",-1.9103887,-0.120873466,-0.022678632,0.30091092,0.21925062,-0.5439644,1.3137013,0,0.5516522,-0.10764685,0.054995835,-0.3984301,0
"Audi$$A3$$2016$$Grey$$7_3$$1871$$image_5.jpg",-1.5211494,-0.104961835,-0.031069543,0.7529245,0.07924259,-0.54696316,0.93054247,0,0.58728135,-0.5237834,0,0.113571085,0
"Audi$$A3$$2016$$Silver$$7_3$$1049$$image_5.jpg",-1.4214613,-0.077317595,-0.018657211,0.8092463,-0.56228787,-0.4346264,1.4944266,0,0.7990605,0.23067243,0,1.7364582,0
"Audi$$A3$$2016$$Silver$$7_3$$1423$$image_5.jpg",-1.1838725,-0.07326886,-0.011239253,-0.60374403,-0.17165573,-0.3979853,0.391425,0,0.94893575,-0.6548247,0.10596591,0.55465364,0
"Audi$$A3$$2016$$Silver$$7_3$$299$$image_5.jpg",-2.05423,-0.052186042,-0.10894652,-0.648226,-0.1103649,-0.05007624,-0.67908853,0,1.6715937,-0.4551894,0.07777974,-0.0035879961,0
"Audi$$A3$$2016$$Silver$$7_3$$699$$image_5.jpg",-1.3420098,-0.0068153758,-0.069038615,-0.96579254,0.46425647,-0.18219829,-0.60928494,0,1.7103087,0.55561584,0.046577357,-0.62711746,0
"Audi$$A3$$2016$$Silver$$7_3$$955$$image_5.jpg",-1.44432,-0.07567017,-0.026590046,-0.5966097,-0.50674826,-0.35703963,0.7235059,0,0.9317547,-0.4787677,0.09715399,0.57656205,0
"Audi$$A3$$2016$$White$$7_3$$1985$$image_0.jpg",-0.058111228,-0.04474531,-0.06631808,-0.08631963,1.0410917,-0.16985574,0.19497165,0,0.9661206,-0.3771808,0.05753492,1.5979136,0
"Audi$$A3$$2016$$White$$7_3$$525$$image_13.jpg",-2.776407,0.008490941,-0.095849484,0.6178271,-0.24913529,-0.1948776,0.6265389,0,1.0221038,-0.3402,0.119765416,1.898264,0
"Audi$$A3$$2017$$Grey$$7_3$$1025$$image_5.jpg",-1.168752,-0.06463782,-0.05537237,0.2197633,-0.12635398,-0.2708879,0.6959098,0,0.9035287,-0.2653427,0.06616008,0.120310284,0
"Audi$$A3$$2017$$Grey$$7_3$$159$$image_6.jpg",-1.5338557,-0.09851206,-0.030819748,0.30721122,0.33947152,-0.59705377,0.74846214,0,0.6333332,0.09387991,0,-0.13130125,0
"Audi$$A3$$2017$$Grey$$7_3$$1913$$image_5.jpg",-0.3771011,-0.09425755,-0.041317966,0.49451718,0.73505545,-0.44567862,-0.16675304,0,1.5757883,0.8340765,0.039275393,0.033382963,0
"Audi$$A3$$2017$$Grey$$7_3$$1993$$image_6.jpg",-1.1807125,-0.109326445,-0.015444066,0.3805915,-0.016766775,-0.743987,1.2092568,0,0.77565455,0.55037224,0.06622263,0.38831532,0
"Audi$$A3$$2017$$Silver$$7_3$$931$$image_5.jpg",-1.8851633,-0.088939376,-0.0018237196,0.21216422,-0.29290926,-0.1824959,1.1466373,0,0.37524033,-0.34193182,0.11354231,0.34830955,0
"Audi$$A3$$2017$$Silver$$7_3$$966$$image_2.jpg",-1.78581,-0.029401219,-0.059127253,1.246777,0.14287794,-0.36158338,1.2520515,0,0.6718017,0.2763108,0.11004526,1.9886807,0
"Audi$$A3$$2017$$White$$7_3$$1119$$image_2.jpg",-1.4910958,-0.064775586,-0.09891917,0.7953247,0.28280306,-0.44910097,1.2898464,0,1.03777,1.2151568,0,2.0628664,0
"Audi$$A3$$2017$$White$$7_3$$155$$image_5.jpg",-2.5172796,0.018522685,-0.070564896,0.97718316,-0.23143607,-0.29904652,1.8395196,0,0.60380125,0.6938083,0.13399737,2.2487397,0
"Audi$$A3$$2017$$Yellow$$7_3$$519$$image_20.jpg",-2.228541,0.0077745263,-0.10382034,-0.24139309,0.2969122,-0.106359266,0.49705344,0,0.38069928,1.3989986,0,1.0692391,0
"Audi$$A4 Allroad$$2015$$White$$7_6$$159$$image_1.jpg",-1.2225711,-0.14481838,-0.011887085,0.19156577,0.53041697,-0.7443894,0.46322122,0,0.75360405,0.5235994,0,0.068952926,0
"Audi$$A4 Avant$$2007$$Silver$$7_7$$417$$image_0.jpg",-2.2026098,-0.09279272,-0.08568531,-0.065708786,0.5771291,-0.565991,-0.14955941,0,1.2465799,0.06099938,0,0.45981565,0
"Audi$$A4 Avant$$2009$$Silver$$7_7$$5$$image_2.jpg",1.0481789,-0.050599024,-0.054716464,-0.3841028,0.025043074,-0.09642848,-1.2636591,0,1.8372076,0.68983746,0,0.21555261,0
"Audi$$A4 Avant$$2009$$Silver$$7_7$$551$$image_6.jpg",1.0522766,-0.079357505,-0.10453251,1.2187724,1.0699002,-0.5559487,-0.1638014,0,1.4273075,0.82752055,0,0.92453414,0
"Audi$$A4 Avant$$2009$$Silver$$7_7$$86$$image_0.jpg",0.6931247,-0.10572666,-0.077598676,0.54656327,1.1669257,-0.41467673,-0.6807177,0,1.9933791,-1.1897743,0,0.9874832,0
"Audi$$A4 Avant$$2010$$Grey$$7_7$$428$$image_0.jpg",-0.7706451,-0.10209139,-0.12668961,-0.5933269,0.095460504,-0.16756372,-0.6656441,0,2.0374398,-2.4793053,0,1.2910792,0
"Audi$$A4 Avant$$2012$$White$$7_7$$797$$image_0.jpg",-0.59844345,-0.041647814,-0.09001143,0.01845189,0.7989734,-0.31048685,0.13661431,0,1.7231632,1.6890334,0,0.7758664,0
"Audi$$A4 Avant$$2013$$Silver$$7_7$$657$$image_3.jpg",-1.5718331,0.0073158424,-0.114444986,-0.2191823,1.7500302,0.16724852,-0.3409631,0,1.5661765,1.3262259,0,1.6150826,0
"Audi$$A4 Avant$$2013$$White$$7_7$$140$$image_6.jpg",-1.974874,-0.015261354,-0.117904425,0.106748246,2.1202419,-0.18662958,-0.056969844,0,1.8820751,0.69601196,0,0.43291733,0
"Audi$$A4 Avant$$2014$$Grey$$7_7$$213$$image_5.jpg",-1.2233627,-0.14608458,0.008470047,0.6577562,-0.66166294,-0.51100606,0.8234746,0,0.48507684,-0.7623576,0,0.29316708,0
"Audi$$A4 Avant$$2014$$White$$7_7$$574$$image_8.jpg",-1.149432,-0.055355467,-0.06385754,0.2194317,0.81118375,-0.2430004,0.1067876,0,1.1263388,-0.18099399,0,2.021496,0
"Audi$$A4 Avant$$2015$$Silver$$7_7$$620$$image_6.jpg",-1.7315037,0.010068273,-0.14631043,-0.6225108,0.41230577,-0.16714437,-0.13023698,0,2.4175491,-0.11049925,0,0.30149296,0
"Audi$$A4 Avant$$2015$$White$$7_7$$147$$image_6.jpg",-1.170176,0.031763062,-0.13647719,0.051167957,0.9387609,-0.05415194,-0.2553808,0,2.4626718,0.0047553927,0,1.0960196,0
"Audi$$A4 Avant$$2015$$White$$7_7$$15$$image_6.jpg",-1.03267,0.020764587,-0.17585225,0.14811563,1.3148228,-0.05140409,-0.544452,0,2.5375087,0.4135598,0,2.1004643,0
"Audi$$A4 Avant$$2015$$White$$7_7$$269$$image_6.jpg",-0.9449508,0.044805348,-0.14462554,0.041072123,1.1096851,-0.023612872,-0.416182,0,2.5047698,0.6466317,0,1.3658723,0
"Audi$$A4 Avant$$2016$$White$$7_7$$42$$image_5.jpg",-1.1140943,-0.054290354,-0.013468798,0.8779891,-0.5595076,-0.4675325,1.4422752,0,1.5961771,0.3076294,0,1.7229105,0
"Audi$$A4 Avant$$2016$$White$$7_7$$99$$image_4.jpg",-0.007394217,-0.052200064,-0.043037836,-0.045797966,-0.88898957,-0.31551036,0.93249005,0,1.0326684,0.59250766,0,2.34533,0
"Audi$$A4 Avant$$2017$$White$$7_7$$23$$image_5.jpg",-0.7825224,0.011387972,-0.08994062,1.1363146,-0.23055619,-0.6816669,0.9241267,0,1.7307813,1.9897226,0,1.7663041,0
"Audi$$A4 Avant$$2017$$White$$7_7$$258$$image_3.jpg",-0.5952831,-0.057758503,-0.0713096,0.79048944,0.840192,-0.37707207,0.437303,0,1.9212157,-0.64511454,0,0.619533,0
"Audi$$A4 Avant$$2017$$White$$7_7$$589$$image_5.jpg",-0.41241866,-0.061542198,-0.103002295,0.44028777,0.3452298,-0.14825201,-0.55314714,0,1.8994968,-1.1189734,0,2.692006,0
"Audi$$A4 Cabriolet$$2007$$Silver$$7_8$$165$$image_25.jpg",0.27254367,-0.15061814,-0.09364785,-0.13503009,-1.0996739,-0.29414386,-0.8080329,0,2.2251046,-1.9141408,0,1.3905666,0
"Audi$$A4$$2008$$Silver$$7_5$$463$$image_0.jpg",0.04263097,-0.14445364,-0.01087071,1.0262917,0.44058853,-0.61243874,0.7560594,0,1.0446057,-0.54440546,0,0.9206373,0
"Audi$$A4$$2009$$White$$7_5$$618$$image_0.jpg",-0.26835388,-0.115825,-0.03901266,1.0958618,0.5056797,-0.7249474,0.7950755,0,1.4414853,-0.03980972,0,1.256613,0
"Audi$$A4$$2011$$Grey$$7_5$$666$$image_2.jpg",-0.0415918,-0.015761344,-0.07431905,-0.6577523,-0.2107952,0.11282527,-0.15697464,0,1.5346451,0.41775995,0,-0.13331208,0
"Audi$$A4$$2011$$Silver$$7_5$$110$$image_2.jpg",-1.909512,-0.017094193,-0.08993666,-0.18479158,0.1589973,-0.049927227,0.13791978,0,1.4653592,0.4174952,0,0.6568276,0
"Audi$$A4$$2011$$Silver$$7_5$$677$$image_0.jpg",-0.7193839,-0.13092048,-0.06905104,0.013889318,0.03937841,-0.27005702,-0.26435816,0,2.1046562,-2.8745043,0,1.1059779,0
"Audi$$A4$$2012$$Silver$$7_5$$823$$image_0.jpg",-1.7868123,-0.020756366,-0.11638187,-1.6086781,0.27510682,-0.1484854,-0.43144038,0,1.3960248,-0.4688909,0,-0.012768155,0
"Audi$$A4$$2012$$Unlisted$$7_5$$369$$image_0.jpg",0.14092976,-0.041732773,-0.07103746,-0.1879321,-0.072131574,-0.1829931,0.8105316,0,1.1911151,-0.8604391,0,3.0654325,0
"Audi$$A4$$2012$$White$$7_5$$535$$image_0.jpg",-1.5790238,-0.010084281,-0.11137724,0.9529371,0.8296683,-0.34116584,0.44652385,0,2.136199,2.1921673,0,1.3371166,0
"Audi$$A5 Cabriolet$$2010$$White$$7_10$$406$$image_4.jpg",-0.4088141,-0.04940507,-0.12269397,-0.20306352,-0.018293668,-0.15722655,-0.42492053,0,1.8992901,-1.1070163,0.073579386,1.8300463,0
"Audi$$A5 Cabriolet$$2011$$Grey$$7_10$$326$$image_5.jpg",-1.3197112,-0.042451985,-0.0861547,0.090504676,0.69685245,-0.14981823,-0.47942245,0,1.9006652,0.35981548,0.063057564,0.63113403,0
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$327$$image_1.jpg",-0.89719445,-0.048808306,-0.11800699,-0.8606988,0.71129024,-0.25860518,-0.7664768,0,1.4932469,-0.6390115,0.05799274,0.4871566,0
