"file_name","V3","V5","V7","V8","V9","V12","V14","V18"
"Audi$$A1$$2013$$Silver$$7_1$$156$$image_7.jpg",0.4359236,1.4618024,-0.6647151,-0.7526888,0.13589677,-2.0889447,-0.0049585383,0.4422789
"Audi$$A1$$2013$$White$$7_1$$248$$image_0.jpg",0.6844807,0.12394123,0.45217526,-0.9697822,0.08160394,-1.0976743,-0.5956291,-0.21010432
"Audi$$A1$$2013$$White$$7_1$$508$$image_0.jpg",0.6934144,0.4446426,-0.61499405,-0.2103264,0,-1.3026191,0.0061638076,0.3565833
"Audi$$A1$$2014$$Multicolour$$7_1$$92$$image_5.jpg",-0.14422597,0.8407624,-0.69575363,-0.52018684,0,-2.0516572,0.25702578,-0.72822726
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_15.jpg",-0.71994025,0.34278727,-1.317449,-1.6432091,0,-1.1181451,-0.21008746,0.083655894
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_5.jpg",-0.71994025,0.34278727,-1.317449,-1.6432091,0.11014569,-1.1181451,-0.21008746,0.083655894
"Audi$$A1$$2015$$White$$7_1$$168$$image_0.jpg",0.30912283,-0.7529572,0.22379386,-1.1945823,0,-1.4556257,-0.39820263,-0.5773048
"Audi$$A1$$2015$$White$$7_1$$271$$image_5.jpg",-0.6021718,1.0067314,-1.0052648,-0.50066745,0,-2.3615227,-1.139988,0.21231246
"Audi$$A1$$2015$$White$$7_1$$563$$image_5.jpg",-0.8787423,0.3456546,-0.69496274,-1.8596079,0,-2.23997,0.34766367,0.53924584
"Audi$$A1$$2016$$White$$7_1$$882$$image_2.jpg",-0.54478914,1.8699106,-1.1431683,-1.3458903,0,-2.842839,-1.3200879,0.24366347
"Audi$$A1$$2017$$White$$7_1$$715$$image_5.jpg",0.30616423,0.880706,-1.2493972,-1.7412188,0.12750563,-0.98879975,0.07743093,0.4073221
"Audi$$A1$$2017$$White$$7_1$$870$$image_5.jpg",-0.41323444,2.3631866,0.015883673,-0.6884729,0,-2.9423003,-0.70987946,-0.04481578
"Audi$$A1$$2017$$White$$7_1$$924$$image_0.jpg",0.8409801,1.7052863,-0.2515084,-0.07596882,0,-2.6749465,-0.6668565,-0.0033356845
"Audi$$A1$$2017$$White$$7_1$$974$$image_1.jpg",1.1594151,1.353801,-0.91275716,-0.69899577,0.10972277,-0.52102304,-1.141863,-0.054516956
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_1.jpg",-0.7049796,0.13530417,-0.7176458,-4.7048535,0.11373613,-0.49439788,0.6427586,-0.008012295
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_2.jpg",-0.8909504,0.92155576,-1.1023235,-4.4022584,0.10413008,-1.1745492,0.88882875,-0.099467516
"Audi$$A3 Cabriolet$$2013$$White$$7_4$$570$$image_3.jpg",1.3164929,-1.2585509,-0.4256638,-2.2865849,0.08502524,-1.5065266,-1.1886132,-0.15905526
"Audi$$A3 Cabriolet$$2014$$White$$7_4$$578$$image_2.jpg",-0.6909327,0.9061721,-0.004425764,-3.0194066,0.09634105,0.5097707,-0.25317618,-0.18006514
"Audi$$A3 Cabriolet$$2015$$Grey$$7_4$$358$$image_2.jpg",0.3798001,-2.9436848,-0.14238586,-0.47064322,0.01872582,-2.5828173,-1.6227498,0.16832142
"Audi$$A3 Cabriolet$$2015$$Silver$$7_4$$644$$image_5.jpg",1.5595858,2.2963789,-1.494637,-0.56123203,0.13582745,-0.09578104,-0.38210776,-0.16600797
"Audi$$A3 Cabriolet$$2016$$White$$7_4$$553$$image_2.jpg",-0.70785785,-0.4968806,-1.2367654,-3.3245428,0.12587264,-1.6657552,-0.46679196,0.10738611
"Audi$$A3$$2009$$Silver$$7_3$$824$$image_0.jpg",1.2497452,-1.5507888,-0.01802707,-0.49049518,-0.011824556,-1.5585592,-1.4220834,0.73097676
"Audi$$A3$$2012$$White$$7_3$$1536$$image_0.jpg",0.046248633,2.8786461,-0.89732903,-1.5154294,0.15482229,-2.028816,-1.5646522,-0.11849579
"Audi$$A3$$2013$$White$$7_3$$1347$$image_3.jpg",-0.01263563,-0.34501028,-0.41131133,-1.0420214,0.10909472,-3.0248039,-1.5566638,-0.5604667
"Audi$$A3$$2013$$White$$7_3$$1602$$image_0.jpg",1.4591851,2.4046648,-0.4755523,-1.5735599,0.13233998,-0.09038466,-1.9720212,-0.30045727
"Audi$$A3$$2013$$White$$7_3$$577$$image_12.jpg",2.2343442,0.7675938,0.5046924,-1.648906,0.08331638,-1.6900839,-0.8150163,-0.6322344
"Audi$$A3$$2013$$White$$7_3$$66$$image_4.jpg",0.87340266,0.6687852,-0.9019934,-0.62152535,0.11180761,-0.99968725,-1.7077221,-0.23880231
"Audi$$A3$$2014$$Silver$$7_3$$1969$$image_4.jpg",0.31349054,0.57811683,-0.13539158,-0.006031234,0.107113235,-1.4422193,-1.3032418,0.20738852
"Audi$$A3$$2014$$Silver$$7_3$$776$$image_2.jpg",-0.088058144,1.9742682,-0.48566988,-1.5054114,0.044875987,1.3275424,-1.3476833,-0.5156672
"Audi$$A3$$2014$$Unlisted$$7_3$$922$$image_1.jpg",1.5509331,0.9352284,-0.60874695,-1.414831,0.10616063,-1.2264229,-0.9218651,0.81085235
"Audi$$A3$$2014$$White$$7_3$$728$$image_0.jpg",0.42051455,-1.296716,-0.048912775,-1.1823372,0.076716326,-3.975925,-0.8838495,0.019834034
"Audi$$A3$$2015$$White$$7_3$$1294$$image_0.jpg",0.8758455,-1.2897211,-0.03709508,-1.2952362,0.052622207,-3.0050867,-1.1163008,-0.34182572
"Audi$$A3$$2015$$White$$7_3$$1352$$image_6.jpg",0.99163514,-1.8491766,-0.38787574,-1.4479364,0.016899757,-1.4149956,-2.0717263,0.018745191
"Audi$$A3$$2016$$Grey$$7_3$$1041$$image_5.jpg",-0.5931625,1.1246022,-1.7251105,-1.0150114,0.06717967,0.91817343,-0.4946208,-0.337177
"Audi$$A3$$2016$$Grey$$7_3$$1871$$image_5.jpg",-0.56447506,0.41667527,-1.7188697,-1.1674341,0.10122647,0.7145297,-0.59028953,0.14495918
"Audi$$A3$$2016$$Silver$$7_3$$1049$$image_5.jpg",-1.2175565,0.61207235,-1.4742781,-2.0684626,0.08502802,-0.98777014,-0.49189058,-0.4409751
"Audi$$A3$$2016$$Silver$$7_3$$1423$$image_5.jpg",-0.746991,0.16788475,-0.48510107,-1.3777661,0.07991136,0.38126105,-0.64521897,-0.8216894
"Audi$$A3$$2016$$Silver$$7_3$$299$$image_5.jpg",-0.034496028,1.1649321,0.3354365,-1.6422552,0.0727456,0.88996065,-1.3829184,-0.75671667
"Audi$$A3$$2016$$Silver$$7_3$$699$$image_5.jpg",0.6387567,1.5796968,0.10442227,-0.5294921,0.090576746,0.80723965,-1.5319062,-0.75889105
"Audi$$A3$$2016$$Silver$$7_3$$955$$image_5.jpg",-0.7611044,0.58494186,-0.40697077,-1.6787978,0.077701084,0.4200774,-0.5859964,-1.2045219
"Audi$$A3$$2016$$White$$7_3$$1985$$image_0.jpg",0.9925435,-0.6841277,-0.36548468,-1.1536808,0.08116437,-1.1042677,-0.8148538,-0.7211852
"Audi$$A3$$2016$$White$$7_3$$525$$image_13.jpg",-0.7998105,1.2750134,-1.0471162,-3.7768142,0.098874785,-0.20219254,-0.29304877,0.079598546
"Audi$$A3$$2017$$Grey$$7_3$$1025$$image_5.jpg",-0.81878644,0.3604362,-0.94456315,-0.93476075,0.09579599,0.41886985,-0.69578516,-0.032904528
"Audi$$A3$$2017$$Grey$$7_3$$159$$image_6.jpg",-0.3447186,0.9989698,-1.3458214,-0.98897403,0.07831153,0.45534974,-0.4889507,-0.24711925
"Audi$$A3$$2017$$Grey$$7_3$$1913$$image_5.jpg",0.012054224,1.0960578,-1.0963787,-0.30810875,0.0956948,-0.26651067,-1.2852576,0.05820504
"Audi$$A3$$2017$$Grey$$7_3$$1993$$image_6.jpg",-0.82728535,1.0637257,-1.4533762,-0.88930327,0.047408327,-0.2727281,-0.59863305,-0.41725615
"Audi$$A3$$2017$$Silver$$7_3$$931$$image_5.jpg",-0.5324668,0.69190437,-1.1888679,-1.7644464,0.08149173,0.44528168,-0.08855873,-0.7284744
"Audi$$A3$$2017$$Silver$$7_3$$966$$image_2.jpg",-0.2364387,0.82128835,-1.4441283,-1.9738933,0.06363539,-0.93298084,-0.3763199,0.6134662
"Audi$$A3$$2017$$White$$7_3$$1119$$image_2.jpg",-0.23047125,1.653385,-1.3792946,-1.9192547,0.056037135,-1.5057813,-0.69889545,-0.21761563
"Audi$$A3$$2017$$White$$7_3$$155$$image_5.jpg",-0.7849684,1.810591,-1.4230825,-2.8989093,0.09694863,-0.97965485,-0.08803577,0.021029279
"Audi$$A3$$2017$$Yellow$$7_3$$519$$image_20.jpg",-0.017712142,2.283962,-0.62486875,-1.6127145,0.04790225,-0.6390522,-0.0636953,-0.8765619
"Audi$$A4 Allroad$$2015$$White$$7_6$$159$$image_1.jpg",-0.04427005,1.1852739,-0.57239777,-0.796879,0.10782189,0.08497557,-0.80072016,0.18567717
"Audi$$A4 Avant$$2007$$Silver$$7_7$$417$$image_0.jpg",0.53623676,1.4711055,-0.5923503,-1.727907,0.08999303,0.60326284,-1.1919913,-0.13398722
"Audi$$A4 Avant$$2009$$Silver$$7_7$$5$$image_2.jpg",-0.17696737,0.19631587,0.8833002,0.88312775,0.051062427,-0.8572928,-2.1255295,-0.03709404
"Audi$$A4 Avant$$2009$$Silver$$7_7$$551$$image_6.jpg",0.7145803,0.123354435,-0.6720953,0.2758998,0.11825947,-1.590099,-1.2371633,0.91269326
"Audi$$A4 Avant$$2009$$Silver$$7_7$$86$$image_0.jpg",0.76655155,-1.531563,-0.640995,-0.42628,0.008438863,-0.6929088,-1.947127,0.25821084
"Audi$$A4 Avant$$2010$$Grey$$7_7$$428$$image_0.jpg",0.031044256,-1.7254906,0.16294771,-2.2265499,0.024979226,0.18101175,-1.7708374,-0.20521179
"Audi$$A4 Avant$$2012$$White$$7_7$$797$$image_0.jpg",0.35954985,1.7983025,-0.7728524,-0.65806246,0.1274212,-1.1877497,-1.4009194,-0.4424652
"Audi$$A4 Avant$$2013$$Silver$$7_7$$657$$image_3.jpg",1.904761,2.0224,-0.610991,-1.7800764,0.09728541,-1.6008968,-1.1821098,-0.25055534
"Audi$$A4 Avant$$2013$$White$$7_7$$140$$image_6.jpg",2.0462654,2.0570357,-1.2811085,-1.6321,0.17065147,0.050224185,-1.5753375,-0.10899067
"Audi$$A4 Avant$$2014$$Grey$$7_7$$213$$image_5.jpg",-1.1577266,-0.009354457,-0.9136979,-1.2930208,0.10193139,0.52321655,-0.13445489,0.17719252
"Audi$$A4 Avant$$2014$$White$$7_7$$574$$image_8.jpg",0.72286433,0.3323449,-0.49297193,-2.093399,0.083734624,-1.171235,-0.91666794,-0.15316209
"Audi$$A4 Avant$$2015$$Silver$$7_7$$620$$image_6.jpg",0.39956707,1.1927736,-0.46686468,-1.5397545,0.086475275,0.5134038,-2.1778603,-0.4607488
"Audi$$A4 Avant$$2015$$White$$7_7$$147$$image_6.jpg",0.8486386,0.78519356,-0.5374744,-1.6581095,0.09217147,-0.37585455,-2.1867628,-0.20202306
"Audi$$A4 Avant$$2015$$White$$7_7$$15$$image_6.jpg",1.5260826,0.9453869,-0.25358292,-2.0912561,0.10388514,-1.4674796,-2.1055756,-0.033989444
"Audi$$A4 Avant$$2015$$White$$7_7$$269$$image_6.jpg",1.0958012,1.1575857,-0.19601817,-1.461338,0.09871348,-0.9089979,-2.3821564,-0.065356255
"Audi$$A4 Avant$$2016$$White$$7_7$$42$$image_5.jpg",-1.1705275,0.7504838,-1.5839378,-1.9145979,0.06380638,-1.2097816,-1.3753073,-0.16900386
"Audi$$A4 Avant$$2016$$White$$7_7$$99$$image_4.jpg",-1.1814,0.088264726,-0.74037224,-1.4529452,0.09246861,-2.3612702,-0.80164576,-0.57372874
"Audi$$A4 Avant$$2017$$White$$7_7$$23$$image_5.jpg",-1.1105195,1.8167062,-1.5435576,-1.1868752,0.089464314,-1.9877826,-1.5640429,0.2358141
"Audi$$A4 Avant$$2017$$White$$7_7$$258$$image_3.jpg",0.2758704,-0.18840002,-1.8418986,-0.88971585,0.06967903,-0.0705377,-1.9108753,-0.31832334
"Audi$$A4 Avant$$2017$$White$$7_7$$589$$image_5.jpg",0.49110714,-0.94547033,-0.07407968,-2.4107873,0.04214043,-1.6281707,-1.5166054,0.30947527
"Audi$$A4 Cabriolet$$2007$$Silver$$7_8$$165$$image_25.jpg",-1.2952266,-1.8693191,0.6089287,-1.4349998,0.024601005,-0.54892534,-2.0525973,-0.16285291
"Audi$$A4$$2008$$Silver$$7_5$$463$$image_0.jpg",-0.27314585,-0.89050984,-1.4098307,-0.6325856,0.07472304,-0.46405706,-1.0796903,-0.3223102
"Audi$$A4$$2009$$White$$7_5$$618$$image_0.jpg",-0.13630377,-0.102276385,-1.443507,-0.9679288,0.09301198,-0.79586333,-1.2208341,-0.10546282
"Audi$$A4$$2011$$Grey$$7_5$$666$$image_2.jpg",-0.52868515,0.78445596,0.46986893,0.24716249,0.09025865,-0.35514462,-1.4811974,-0.4563939
"Audi$$A4$$2011$$Silver$$7_5$$110$$image_2.jpg",-0.05361789,1.5902953,-0.33163157,-1.7477987,0.08784553,0.04314968,-1.4279279,-0.6009681
"Audi$$A4$$2011$$Silver$$7_5$$677$$image_0.jpg",-0.34299627,-2.1962779,-0.69636816,-2.1621187,0.041815355,0.3561006,-1.8802242,0.30253872
"Audi$$A4$$2012$$Silver$$7_5$$823$$image_0.jpg",0.31225386,0.9995009,0.10178931,-1.5710698,0.09518766,0.8013206,-1.3345125,-1.2688222
"Audi$$A4$$2012$$Unlisted$$7_5$$369$$image_0.jpg",0.143722,-1.3446093,-0.5933878,-1.9625446,0.062404536,-2.4340267,-0.73132753,-0.6653561
"Audi$$A4$$2012$$White$$7_5$$535$$image_0.jpg",0.3710719,2.8006146,-1.5596339,-1.4307107,0.13772058,-1.4254668,-1.8528872,0.37839997
"Audi$$A5 Cabriolet$$2010$$White$$7_10$$406$$image_4.jpg",0.07045776,-1.0611975,-0.017240915,-2.041147,0.042726703,-0.91816044,-1.7221872,-0.40033746
"Audi$$A5 Cabriolet$$2011$$Grey$$7_10$$326$$image_5.jpg",0.54451454,1.170153,-0.40600765,-1.239823,0.07979257,-0.027679665,-1.6853102,0.1436745
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$327$$image_1.jpg",0.9976482,-0.0118792355,0.28877616,-0.91284394,0.039845444,0.28562307,-1.4225664,-0.5841466
"Audi$$A5 Cabriolet$$2011$$Silver$$7_10$$486$$image_4.jpg",0.5862956,0.8762782,-0.29628038,-1.0434023,0.07709656,0.5440576,-1.4339669,-0.016570061
"Audi$$A5 Cabriolet$$2013$$White$$7_10$$21$$image_5.jpg",0.030333463,0.20116484,0.6014838,-4.2969584,0.12878162,-1.8627071,-1.8865678,-0.39439753
"Audi$$A5 Cabriolet$$2013$$White$$7_10$$378$$image_5.jpg",-0.707261,-0.7002941,-0.8922519,-3.3771172,0.11290141,-0.86448157,-0.59047127,0.04209587
"Audi$$A5 Cabriolet$$2014$$Silver$$7_10$$396$$image_2.jpg",-0.30750242,0.12283392,-1.4835253,-2.2821057,0.090665795,-0.47751445,-1.3014183,0.1379001
"Audi$$A5 Cabriolet$$2014$$White$$7_10$$239$$image_2.jpg",-0.5986188,1.0033342,-0.8655448,-2.7797325,0.106025755,-1.2087675,-0.76101506,-0.4003954
"Audi$$A5 Cabriolet$$2015$$Multicolour$$7_10$$421$$image_6.jpg",0.30345228,1.1896393,-0.025483951,-2.2472448,0.0859993,-0.7906104,-1.5944858,-0.44804937
"Audi$$A5 Cabriolet$$2015$$Silver$$7_10$$758$$image_0.jpg",1.2237874,-0.4516762,-1.2495748,-0.40749353,0.033573426,0.16374579,-1.7747722,0.515728
"Audi$$A5 Cabriolet$$2015$$Silver$$7_10$$820$$image_5.jpg",0.2529402,1.3335133,0.17408039,-0.7604071,0.119530015,-0.8351259,-1.1349381,0.29230225
"Audi$$A5 Cabriolet$$2017$$Multicolour$$7_10$$730$$image_17.jpg",0.6641635,-0.016034808,-0.027550709,-0.7680485,0.049696602,-0.836271,-1.3426338,0.37885886
"Audi$$A5 Cabriolet$$2017$$White$$7_10$$3$$image_4.jpg",1.7316175,-0.1103241,-1.408358,-1.9298985,0.09244228,-1.0170271,-1.7897356,-0.15908238
"Audi$$A5 Cabriolet$$2017$$White$$7_10$$796$$image_2.jpg",-0.3562409,0.7208272,-1.4664828,-2.3025417,0.06526243,-0.63785654,-0.18784669,0.30367962
"Audi$$A5$$2007$$Silver$$7_9$$448$$image_1.jpg",0.2764077,0.6424737,-0.6653888,-2.8946872,0.09956283,0.23299477,-1.2094752,-0.52173656
"Audi$$A5$$2009$$White$$7_9$$311$$image_1.jpg",0.7658265,1.1616832,0.08560577,-1.0114043,0.08664092,-0.073802754,-1.5853586,-0.052843213
"Audi$$A5$$2010$$Grey$$7_9$$278$$image_4.jpg",-0.07989845,-1.7337736,-1.1139661,-0.8850923,0.0418654,0.04248047,-1.9644854,0.06822403
"Audi$$A5$$2015$$White$$7_9$$125$$image_0.jpg",0.15685359,-1.5898056,0.45843974,-2.254363,0.062529825,-0.78019875,-1.458594,-0.81828755
"Audi$$A5$$2015$$White$$7_9$$704$$image_0.jpg",1.050788,-0.26644364,-0.20496851,-1.6682254,0.050222896,-2.7299085,-1.6351206,0.44508916
"Audi$$A6 Allroad$$2008$$Black$$7_11$$151$$image_10.jpg",-1.1744606,0.03983496,-1.8075517,-1.9948621,0.07723748,3.720743,0.8059661,0.5404203
"Audi$$A6 Avant$$2008$$Silver$$7_11$$881$$image_10.jpg",-0.46259564,1.5290205,-0.06449787,-1.6678839,0.0693865,0.15854517,-1.4726487,-0.24735975
"Audi$$A6 Avant$$2011$$Silver$$7_11$$1085$$image_11.jpg",-0.65580654,-2.0068173,0.090519294,-2.5042436,0.031983584,0.44992694,-1.2070317,-0.116025925
"Audi$$A6 Avant$$2013$$White$$7_11$$711$$image_7.jpg",-0.7518068,-1.4697995,-1.2685591,-2.6785083,0.08641184,-1.4916741,-0.4437516,-0.5002043
"Audi$$A6 Avant$$2013$$White$$7_11$$976$$image_2.jpg",1.0568299,-0.6913922,-0.20003532,-1.3410084,0.06359453,-3.0761764,-1.5988035,-0.002993822
"Audi$$A6 Avant$$2014$$White$$7_11$$293$$image_2.jpg",1.3436012,2.7710454,-1.5417032,-3.3994157,0.1169241,0.40147024,-1.1773843,0.5247027
"Audi$$A6 Avant$$2014$$White$$7_11$$605$$image_4.jpg",0.93911296,1.781588,-0.43526483,-2.3435748,0.12349657,-1.7123381,-1.8092718,0.0616419
"Audi$$A6 Avant$$2015$$White$$7_11$$658$$image_0.jpg",0.67572397,-0.50225526,0.032274414,-0.6870361,0.122905575,-3.3305724,-2.2091942,0.2310637
"Audi$$A6 Avant$$2016$$White$$7_11$$1152$$image_7.jpg",0.4858761,1.1904349,-0.104337916,-2.712807,0.14559427,-3.0110595,-1.6245133,-0.49615246
"Audi$$A6 Avant$$2016$$White$$7_11$$427$$image_2.jpg",-0.7593948,0.74917203,-1.4173238,-2.887162,0.10685926,-1.995303,-1.2031275,0.08139606
"Audi$$A6 Avant$$2016$$White$$7_11$$745$$image_2.jpg",-0.4363008,2.0900674,-1.1841556,-3.4057183,0.124694265,-1.4127167,-1.29867,-0.4277079
"Audi$$A6 Avant$$2016$$White$$7_11$$768$$image_2.jpg",-0.4363008,2.0900674,-1.1841556,-3.4057183,0.124694265,-1.4127167,-1.29867,-0.4277079
"Audi$$A6 Avant$$2017$$White$$7_11$$1153$$image_5.jpg",-1.2008641,1.8376379,-1.3067168,-1.702055,0.10313407,-1.8682177,-1.6648486,-0.4279499
