"market_ids","car_ids","make","model","clustering_ids","firm_ids","shares","quantity","trend","prices","mpg","hp","wt","len","wid","ht","wb","Doors","Seats","hpwt","space","ULSP","ULSD","CPI","mpd","region","Segment","low_share","count","Image_name","gen_ids","bodyshape","grille_height","boxiness","grille_width","old_segment_desc","segment_name","ln_hpwt","ln_space","ln_mpg","ln_mpd","ln_price","cons","s_0","inside_shares","outside_shares","s_i","dif","dif_2"
2008,"26_6_2008","Dodge","Nitro","26_6","AggFirm",0.0001103319308087,885,2078,25.939787485242,2.95,181.25,433.4834075,4584,1856,1773,2763,5,5,0.418124423828148,1.31872918168188,1.26329579511398,1.38792344019617,0.847,0.489527324411228,"United States",7,1,2,"Dodge$$Nitro$$2009$$Blue$$26_6$$27$$image_6.jpg","26_6_129",-1.3140182,-1.2568011,-1.6093204,0.629917,"J-segment (SUV)","J",-0.871976226090075,0.276668531715267,1.08180517035173,-0.714314997504693,3.25577798630431,1,-0.193868774147155,0.176234003428386,0.823765996571614,-9.11201718303974,-8.91814840889259,-8.91814840889259
2008,"72_1_2008","Proton","GEN-2","72_1","AggFirm",2.54324450677887e-05,204,2078,12.8668026188687,4,108.636363636364,270.984541666667,4370.72727272727,1725,1436,2600,4.63636363636364,4.81818181818182,0.400895058324011,1.16862680391246,1.26329579511398,1.38792344019617,0.847,0.663765863608445,"Malaysia",3,1,5,"Proton$$GEN-2$$2011$$Silver$$72_1$$2$$image_0.jpg","72_1_386",-0.6042208,0.12844291,1.1707255,-0.69763464,"C-segment (compact)","C",-0.914055585865095,0.155829387647756,1.38629436111989,-0.40982580673653,2.55465055398017,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.5794848342026,-10.3856160600555,-10.3856160600555
2008,"72_6_2008","Proton","Savvy","72_6","AggFirm",2.19417173133863e-05,176,2078,9.71664698937426,4.9,75,213.84814,3710,1973,1480,2395,5,4,0.350716167089412,1.13457714449416,1.26329579511398,1.38792344019617,0.847,0.813113182920345,"Malaysia",2,1,5,"Proton$$Savvy$$2006$$Grey$$72_6$$1$$image_0.jpg","72_5_387",-3.5273037,0.81141955,-0.034720153,1.0398034,"B-segment (subcompact)","B",-1.04777802341349,0.126260021598638,1.58923520511658,-0.20688496273984,2.27384059901906,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.7271208330087,-10.5332520588616,-10.5332520588616
2008,"85_5_2008","Ssangyong","Rexton","85_5","AggFirm",1.32148979273804e-05,106,2078,27.9288665879575,3,172.5,462.2536985,4720,1870,1760,2820,5,5,0.373171703243819,1.36809621373219,1.26329579511398,1.38792344019617,0.847,0.497824397706334,"South Korea",7,1,10,"Ssangyong$$Rexton$$2009$$Silver$$85_5$$111$$image_15.jpg","85_5_564",-0.93981665,-0.70266026,-1.5045441,1.1007813,"J-segment (SUV)","J",-0.985716634845478,0.31342014840278,1.09861228866811,-0.69750787918831,3.32966079868103,1,-0.193868774147155,0.176234003428386,0.823765996571614,-11.2341657339348,-11.0402969597876,-11.0402969597876
2008,"85_6_2008","Ssangyong","Rodius","85_6","AggFirm",1.00981767180926e-05,81,2078,20.8819362455726,3.06,162,470.3777232,5125,1915,1820,3000,5,7,0.344404065094552,1.52123281039244,1.26329579511398,1.38792344019617,0.847,0.50778088566046,"South Korea",8,1,10,"Ssangyong$$Rodius$$2009$$Blue$$85_6$$3$$image_4.jpg","85_6_441",-2.1310925,-2.6676466,-0.01874232,0.10744091,"M-segment (MPV)","M",-1.06593970308779,0.4195210655959,1.11841491596429,-0.677705251892132,3.03888449078274,1,-0.193868774147155,0.176234003428386,0.823765996571614,-11.5031556733744,-11.3092868992273,-11.3092868992273
2008,"86_2_2008","Subaru","Forester","86_2","AggFirm",8.61461742247156e-05,691,2078,27.3248142232099,3.35294117647059,167.882352941176,323.625247647059,4515.88235294118,1895.88235294118,1623.58823529412,2562.05882352941,5,5,0.518755425177045,1.32704924474709,1.26329579511398,1.38792344019617,0.847,0.556391973907079,"Japan",7,1,10,"Subaru$$Forester$$2008$$Silver$$86_2$$174$$image_0.jpg","86_2_443",1.1993672,-0.16040833,0.6449235,1.241772,"J-segment (SUV)","J",-0.656322749319298,0.282957864493537,1.20983792377833,-0.586282244078086,3.30779523525486,1,-0.193868774147155,0.176234003428386,0.823765996571614,-9.35946500427919,-9.16559623013204,-9.16559623013204
2008,"86_3_2008","Subaru","Impreza","86_3","AggFirm",0.0001361383824216,1092,2078,20.5916568280205,2.9,162.6,299.093446666667,4441.66666666667,1728,1459,2569.33333333333,4.73333333333333,5,0.54364280398699,1.18965966414816,1.26329579511398,1.38792344019617,0.847,0.481230251116123,"Japan",3,1,9,"Subaru$$Impreza$$2009$$Blue$$86_3$$80$$image_1.jpg","86_3_446",1.3827398,-2.5296218,0.09466024,-0.7222402,"C-segment (compact)","C",-0.609462858107192,0.173667269704484,1.06471073699243,-0.731409430863991,3.02488598540898,1,-0.193868774147155,0.176234003428386,0.823765996571614,-8.90183867174269,-8.70796989759553,-8.70796989759553
2008,"86_4_2008","Subaru","Justy","86_4","AggFirm",3.85226741467976e-05,309,2078,11.1688311688312,5.6,68,196.21118,3610,1665,1550,2430,5,4,0.346565369007006,0.931653619490321,1.26329579511398,1.38792344019617,0.847,0.929272209051823,"Japan",2,1,3,"Subaru$$Justy$$2008$$Blue$$86_4$$1$$image_2.jpg","86_4_449",-0.42028525,-1.2348673,1.2135571,-0.15947902,"B-segment (subcompact)","B",-1.05968382300245,-0.070794186283985,1.7227665977411,-0.073353570115317,2.41312696739387,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.1642635511491,-9.97039477700196,-9.97039477700196
2008,"54_1_2008","MINI","Clubman","54_1","BMW",0.0006224715599189,4993,2078,20.2115308933491,5.4,113,259.594005,3941,1913,1426,2547,5,5,0.435295106294924,1.16856921418963,1.26329579511398,1.38792344019617,0.847,0.896083915871401,"Germany",2,0,10,"MINI$$Clubman$$2009$$Black$$54_1$$158$$image_1.jpg","54_1_320",-0.6738305,-0.09727122,1.1799725,0.2156794,"B-segment (subcompact)","B",-0.831731072630603,0.155780106609798,1.68639895357023,-0.109721214286192,3.0062532778465,1,-0.193868774147155,0.176234003428386,0.823765996571614,-7.38181261754636,-7.1879438433992,-7.1879438433992
2008,"54_6_2008","MINI","Hatch","54_6","BMW",0.003394982078853,27232,2078,18.2600354191263,5.38125,108,240.5791575,3702.75,1913,1407,2467,3,4,0.448916693874448,1.09792429785351,1.26329579511398,1.38792344019617,0.847,0.892972513385736,"Germany",2,0,10,"MINI$$Hatch$$2009$$White$$54_6$$793$$image_7.jpg","54_6_322",-0.13519518,-0.3161568,0.011618502,-0.3905848,"B-segment (subcompact)","B",-0.800917945481962,0.0934213952218829,1.6829206891939,-0.113199478662517,2.90471481487613,1,-0.193868774147155,0.176234003428386,0.823765996571614,-5.68545679667378,-5.49158802252662,-5.49158802252662
2008,"8_1_2008","BMW","1 Series","8_1","BMW",0.0027100514258999,21738,2078,28.2700272901465,4.81311475409836,163.852459016393,301.730256516393,4278.67213114754,1931.7868852459,1418.70081967213,2660,3.34426229508197,4.67213114754098,0.543042851943789,1.28115376587849,1.26329579511398,1.38792344019617,0.847,0.798695317850162,"Germany",3,0,10,"BMW$$1 Series$$2009$$White$$8_1$$190$$image_0.jpg","8_1_57",1.214325,-0.21057582,-0.2121358,-0.24761581,"C-segment (compact)","C",-0.610567045138434,0.247761051525465,1.57134443256705,-0.224775735289371,3.34180213704449,1,-0.193868774147155,0.176234003428386,0.823765996571614,-5.91078766792375,-5.71691889377659,-5.71691889377659
2008,"8_11_2008","BMW","6 Series","8_11","BMW",0.000150350631136,1206,2078,69.2390791027155,3.15,307.8,376.769558,4820,1855,1374,2780,2,4,0.816944982588004,1.38587476849008,1.26329579511398,1.38792344019617,0.847,0.52271561759165,"Germany",5,0,10,"BMW$$6 Series$$2009$$Black$$8_11$$97$$image_14.jpg","8_11_67",0.24907441,-1.1059475,0.63736737,0.056447502,"E-segment (mid-size luxury sedan)","E",-0.202183527163183,0.326331542060725,1.14740245283754,-0.64871771501888,4.23756543014324,1,-0.193868774147155,0.176234003428386,0.823765996571614,-8.80254045076003,-8.60867167661288,-8.60867167661288
2008,"8_30_2008","BMW","M3","8_30","BMW",0.0001385070905407,1111,2078,64.8512396694215,2.28,414,372.360318,4608,1806.6,1415.8,2761,2.4,4.2,1.11182631442484,1.29034995827396,1.26329579511398,1.38792344019617,0.847,0.378346542256814,"Germany",4,0,10,"BMW$$M3$$2012$$White$$8_30$$232$$image_2.jpg","8_30_70",1.4913774,-0.72678256,1.3611547,0.28314152,"D-segment (mid-size)","D",0.106003991565147,0.254913467066018,0.824175442966349,-0.97194472489007,4.17209602653073,1,-0.193868774147155,0.176234003428386,0.823765996571614,-8.8845890384076,-8.69072026426045,-8.69072026426045
2008,"8_37_2008","BMW","X3","8_37","BMW",0.0002616799127318,2099,2078,40.6709509498766,3.60227272727273,215.022727272727,391.470365,4569,1853,1674,2795,5,5,0.549269488822551,1.3122893768473,1.26329579511398,1.38792344019617,0.847,0.597766416942833,"Germany",7,0,10,"BMW$$X3$$2009$$Silver$$8_37$$484$$image_55.jpg","8_37_76",0.19732577,1.3598933,-0.1819592,1.3870323,"J-segment (SUV)","J",-0.599166085738716,0.271773227823177,1.28156495939907,-0.514555208457346,3.70551410174257,1,-0.193868774147155,0.176234003428386,0.823765996571614,-8.24838850822625,-8.0545197340791,-8.0545197340791
2008,"8_39_2008","BMW","X5","8_39","BMW",0.0004883278790712,3917,2078,55.6384297520661,2.95,282.5,456.907495,4854,1933,1776,2933,5,6,0.618287078000329,1.45433568934951,1.26329579511398,1.38792344019617,0.847,0.489527324411228,"Germany",7,0,10,"BMW$$X5$$2011$$White$$8_39$$1705$$image_0.jpg","8_39_80",2.0575645,-1.0770104,-1.3923299,-0.82022357,"J-segment (SUV)","J",-0.480802401875325,0.374549225469422,1.08180517035173,-0.714314997504693,4.01887414509098,1,-0.193868774147155,0.176234003428386,0.823765996571614,-7.62452349438107,-7.43065472023391,-7.43065472023391
2008,"8_41_2008","BMW","X6","8_41","BMW",6.25837618824996e-05,502,2078,55.4604486422668,2.875,303.75,465.4503975,4877,1983,1690,2933,5,4,0.652593706292839,1.49902372198851,1.26329579511398,1.38792344019617,0.847,0.47708171446857,"Germany",7,0,10,"BMW$$X6$$2009$$White$$8_41$$931$$image_0.jpg","8_41_82",1.3264623,-1.4777114,-1.2337265,-0.35997936,"J-segment (SUV)","J",-0.426800538919622,0.40481404420439,1.05605267424931,-0.740067493607106,4.01567012962961,1,-0.193868774147155,0.176234003428386,0.823765996571614,-9.67900470835513,-9.48513593420798,-9.48513593420798
2008,"8_5_2008","BMW","3 Series","8_5","BMW",0.0039288140875798,31514,2078,36.3744932753197,4.43496503496503,200.664335664336,332.103648461538,4536.74125874126,1808.92307692308,1411.00833333333,2760,3.92307692307692,4.76923076923077,0.604222015006183,1.27202939117641,1.26329579511398,1.38792344019617,0.847,0.735944599126706,"Germany",4,0,10,"BMW$$3 Series$$2008$$Silver$$8_5$$504$$image_0.jpg","8_5_62",-0.45450038,0.5436451,0.57193995,0.64691275,"D-segment (mid-size)","D",-0.503813574072736,0.240613570921747,1.48951973184434,-0.306600436012081,3.59386779481922,1,-0.193868774147155,0.176234003428386,0.823765996571614,-5.53941765752489,-5.34554888337773,-5.34554888337773
2008,"8_9_2008","BMW","5 Series","8_9","BMW",0.0012392083528128,9940,2078,44.7280844155844,3.796875,240,356.2872603125,4841.9375,1932.25,1468,2887.0625,4.46875,5,0.673613757027113,1.45015869531251,1.26329579511398,1.38792344019617,0.847,0.630059003347079,"Germany",5,0,10,"BMW$$5 Series$$2007$$Blue$$8_9$$374$$image_9.jpg","8_9_64",0.28808224,-0.6129361,1.456782,0.5832584,"E-segment (mid-size luxury sedan)","E",-0.395098393122556,0.371672995486922,1.33417835998088,-0.461941807875543,3.80060159103218,1,-0.193868774147155,0.176234003428386,0.823765996571614,-6.69328252839628,-6.49941375424912,-6.49941375424912
2008,"40_1_2008","Jeep","Cherokee","40_1","Chrysler",0.0001209287829203,970,2078,29.7343565525384,3.1,174,437.065915,4493,1839,1797,2694,5,5,0.398109287474408,1.28071112958639,1.26329579511398,1.38792344019617,0.847,0.514418544296545,"United States",7,0,10,"Jeep$$Cherokee$$2007$$Black$$40_1$$236$$image_0.jpg","40_1_230",0.19656809,0.878982,-1.0991617,-0.78534466,"J-segment (SUV)","J",-0.921028719746844,0.247415493649023,1.1314021114911,-0.66471805636532,3.3923031635277,1,-0.193868774147155,0.176234003428386,0.823765996571614,-9.02030875654999,-8.82643998240284,-8.82643998240284
2008,"40_2_2008","Jeep","Commander","40_2","Chrysler",2.24403927068724e-06,18,2078,37.0661157024793,2.6,215,519.18801,4787,2261,1826,2780,5,7,0.414108176342516,1.67763325210533,1.26329579511398,1.38792344019617,0.847,0.431447811345489,"United States",7,0,2,"Jeep$$Commander$$2009$$Silver$$40_2$$34$$image_34.jpg","40_2_232",-1.0385146,1.0788224,1.0602578,0.53535765,"J-segment (SUV)","J",-0.881628043775226,0.517384021645026,0.955511445027436,-0.840608722828985,3.61270322889615,1,-0.193868774147155,0.176234003428386,0.823765996571614,-13.0072330701507,-12.8133642960035,-12.8133642960035
2008,"40_3_2008","Jeep","Compass","40_3","Chrysler",1.69549633785258e-05,136,2078,22.5875639512003,3.6,158,345.390466666667,4405,1810,1630,2635,5,5,0.457453274622326,1.23582655634204,1.26329579511398,1.38792344019617,0.847,0.5973892772476,"United States",7,0,8,"Jeep$$Compass$$2014$$Red$$40_3$$41$$image_2.jpg","40_3_233",0.16810118,1.0607522,-0.78018725,-1.0648787,"J-segment (SUV)","J",-0.782080531455444,0.211740022604693,1.28093384546206,-0.515186322394357,3.11739948717943,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.9849499423108,-10.7910811681637,-10.7910811681637
2008,"40_5_2008","Jeep","Patriot","40_5","Chrysler",0.0001635655290634,1312,2078,21.6145218417946,3.53333333333333,158,358.434468333333,4408,1785,1635,2635,5,5,0.440805820753446,1.21958715632474,1.26329579511398,1.38792344019617,0.847,0.586326512854126,"United States",7,0,4,"Jeep$$Patriot$$2011$$Unlisted$$40_5$$43$$image_21.jpg","40_5_235",0.33742282,0.11404735,-1.1211387,-1.4739436,"J-segment (SUV)","J",-0.81915081625456,0.198512405021034,1.26224171244991,-0.53387845540651,3.07336539628317,1,-0.193868774147155,0.176234003428386,0.823765996571614,-8.71829685854298,-8.52442808439583,-8.52442808439583
2008,"40_7_2008","Jeep","Wrangler","40_7","Chrysler",2.21910550101293e-05,178,2078,26.2436048799685,3.03333333333333,177.666666666667,473.809581666667,4487,1875,1840,2685.5,3,4.5,0.374974828583476,1.30403839143429,1.26329579511398,1.38792344019617,0.847,0.503355779903071,"United States",7,0,10,"Jeep$$Wrangler$$2015$$Black$$40_7$$15$$image_0.jpg","40_7_237",0.0712997,-1.4271412,1.0557212,-0.35872534,"J-segment (SUV)","J",-0.980896379042025,0.26546590435504,1.10966212485469,-0.686458043001725,3.26742233573633,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.7158212777548,-10.5219525036076,-10.5219525036076
2008,"59_11_2008","Mercedes-Benz","B Class","59_11","Daimler AG",0.0005577684276141,4474,2078,24.988922841864,4.64117647058824,118.411764705882,302.065360882353,4271.41176470588,2005.58823529412,1603,2778,5,5,0.392007095285582,1.3278415331735,1.26329579511398,1.38792344019617,0.847,0.770163627039799,"Germany",8,0,10,"Mercedes-Benz$$B Class$$2010$$Black$$59_11$$462$$image_2.jpg","59_11_295",0.845436,-1.5609941,-0.17782468,-0.30952698,"M-segment (MPV)","M",-0.93647533913716,0.283554716504565,1.53496788379561,-0.261152284060808,3.21843264035101,1,-0.193868774147155,0.176234003428386,0.823765996571614,-7.49156668599688,-7.29769791184972,-7.29769791184972
2008,"59_12_2008","Mercedes-Benz","C Class","59_12","Daimler AG",0.0022080099735078,17711,2078,31.3558191120175,3.75083333333333,176.5,340.486600384615,4508.63636363636,1941.03333333333,1439.41228070175,2748.08333333333,4,4.66666666666667,0.518375759282817,1.35647326573657,1.26329579511398,1.38792344019617,0.847,0.622418781687836,"Germany",4,0,10,"Mercedes-Benz$$C Class$$2013$$Black$$59_12$$867$$image_15.jpg","59_12_297",1.0815225,0.7686868,1.1446663,-0.35651487,"D-segment (mid-size)","D",-0.657054895680099,0.304888144656196,1.32197803751684,-0.474142130339579,3.44539986746233,1,-0.193868774147155,0.176234003428386,0.823765996571614,-6.11566363359026,-5.92179485944311,-5.92179485944311
2008,"59_17_2008","Mercedes-Benz","CLC Class","59_17","Daimler AG",0.0004041764064204,3242,2078,27.7527496427018,3.83157894736842,159.052631578947,333.709848421053,4448,2078,1405,2715,3,4,0.476619531402817,1.43266073259071,1.26329579511398,1.38792344019617,0.847,0.635817827245984,"Germany",4,0,4,"Mercedes-Benz$$CLC Class$$2008$$Black$$59_17$$67$$image_6.jpg","59_17_300",1.0980074,-1.2429001,1.686683,-0.28711027,"D-segment (mid-size)","D",-0.74103673445467,0.359533367564136,1.3432769760362,-0.452843191820221,3.32333492150722,1,-0.193868774147155,0.176234003428386,0.823765996571614,-7.81365912575135,-7.6197903516042,-7.6197903516042
2008,"59_19_2008","Mercedes-Benz","CLS","59_19","Daimler AG",0.0002273959794296,1824,2078,64.2647579693034,2.775,349.375,398.7606425,4914.5,2059.75,1419.625,2854,4,4,0.876152164390196,1.56901424568412,1.26329579511398,1.38792344019617,0.847,0.460487567878359,"Germany",5,0,10,"Mercedes-Benz$$CLS$$2017$$Silver$$59_19$$292$$image_3.jpg","59_19_301",0.66317135,0.7958184,1.8026522,0.62145895,"E-segment (mid-size luxury sedan)","E",-0.1322154994887,0.45044755317693,1.0206507471984,-0.775469420658022,4.16301139341952,1,-0.193868774147155,0.176234003428386,0.823765996571614,-8.38881765741276,-8.19494888326561,-8.19494888326561
2008,"59_20_2008","Mercedes-Benz","E Class","59_20","Daimler AG",0.0007173445535296,5754,2078,40.8219756001574,3.36533333333333,226.946666666667,382.453643478261,4869.86666666667,2059.65277777778,1456.29166666667,2854,4.46666666666667,5,0.593396534551688,1.55469112159208,1.26329579511398,1.38792344019617,0.847,0.558448346582572,"Germany",5,0,10,"Mercedes-Benz$$E Class$$2009$$Black$$59_20$$782$$image_0.jpg","59_20_302",1.2035071,-1.0395377,0.4274934,-0.2965603,"E-segment (mid-size luxury sedan)","E",-0.521892411129513,0.441276890268425,1.21352701713075,-0.582593150725672,3.70922055405861,1,-0.193868774147155,0.176234003428386,0.823765996571614,-7.23995428393549,-7.04608550978833,-7.04608550978833
2008,"59_22_2008","Mercedes-Benz","GL Class","59_22","Daimler AG",4.28860838398005e-05,344,2078,72.6623376623377,2.43333333333333,301,540.1319,5088,2127,1840,3075,5,7,0.557271288735214,1.67744244651764,1.26329579511398,1.38792344019617,0.847,0.403790900361804,"Germany",7,0,8,"Mercedes-Benz$$GL Class$$2010$$Silver$$59_22$$13$$image_6.jpg","59_22_306",1.701573,-1.7652462,-0.823793,0.175488,"J-segment (SUV)","J",-0.584703104242268,0.517270280194736,0.889262059486234,-0.906858108370185,4.28582319889234,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.0569631706735,-9.86309439652631,-9.86309439652631
2008,"59_27_2008","Mercedes-Benz","M Class","59_27","Daimler AG",0.0003922081969767,3146,2078,56.0141204250295,2.592,279.28,489.4697324,4781.64,2126.64,1780.56,2915,5,5,0.570576649613483,1.57617302249613,1.26329579511398,1.38792344019617,0.847,0.430120279618272,"Germany",7,0,8,"Mercedes-Benz$$M Class$$2011$$Black$$59_27$$439$$image_0.jpg","59_27_311",-0.5714839,0.88191694,-0.67541224,-0.44009268,"J-segment (SUV)","J",-0.561107763554136,0.45499977125746,0.952429778490028,-0.843690389366393,4.02560380939752,1,-0.193868774147155,0.176234003428386,0.823765996571614,-7.84371774442884,-7.64984897028169,-7.64984897028169
2008,"59_28_2008","Mercedes-Benz","R Class","59_28","Daimler AG",4.53794608072308e-05,364,2078,49.6288257197348,2.85384615384615,239.846153846154,496.972223846154,5028.38461538462,2168,1662.23076923077,3070.38461538462,5,6.23076923076923,0.482614806899957,1.68974357055892,1.26329579511398,1.38792344019617,0.847,0.473571414228333,"Germany",8,0,6,"Mercedes-Benz$$R Class$$2006$$Black$$59_28$$62$$image_0.jpg","59_28_313",-0.4860609,-2.6517153,1.1849475,0.18059659,"M-segment (MPV)","M",-0.728536444745179,0.524576784025217,1.04866761215185,-0.747452555704568,3.90457182862499,1,-0.193868774147155,0.176234003428386,0.823765996571614,-10.0004509604101,-9.80658218626297,-9.80658218626297
